Phrase,IsHateSpeech
හසිනිගෙ ලංකාවේ සංස්කෘතිය බල්ලට වැටිල ෆොම්,YES
මල ලතෝනි අහල අහල හෙම්බත් වෙලා හිටපු කලෙක මේ වගේ සුප්පා කරනව ගොඩක් තැන්ක්ස් බ්රෝසුබ පතනවා මම මේක සිය වතාවක් විතර අහන්න ඇති සින්දුවක් කියන්නේ මොකක් කියල කිවොත් අනිත් නිරුවත මාකට් කරන උන්ටයි මල ගෙදරක වගේ ලතෝනි තියන උන්ටයි කනට දෙකක් ගහල සනුකව පෙන්න අපි පුළුවන් උබ අලුත යුග අලුත පරම්පරාවක ආරම්බය බන්සතුටුයි,YES
අපි ඉල්ලපු වෙනස මල් සින්දුකාරයිනි මේ ඔබේ අවධානය පිණිස,YES
ළඟ ළඟ එක යවන්නෙපා බොල සරාගයේ පිස්සුව හොඳ වෙන්නත් කලිං මේක හඳේ ඉඩං කෑල්ල ගන්න වෙයි වගේ,YES
කාලා ලෙසට නැත්තන් ඔච්චර නහයෙන් අඬ අඬ මෙහෙම ගැහුවා අරහෙම ගැහුවා කියන් නෑ,YES
යකුනේ මහින්ද රනිල් ෆ්රේම් එකෙන් පැනපියව් එලිය කොයි විදියට හෝ දැං පීඑම් මරා ඒ රටේ මුල් පුරවැසියගේ තීරනේ රටට යහපත වේ නම් එච්චර නැත්නම් අපේ කොල්ලෝ ජීවිත නැති කරන් බේරගත්ත රට රැකගත්තේ නෑ කියලා අපි හෙන ගහනව මතක තියා ගනිල්ලා ත්රිවිද හමුද නැත්නම් අපි සේරම වලපල්ලේ,YES
සමහර මිනිස්සු හෙන ගහනව වගේ කියන කතා වලින් කලකිරෙනවා ඔක්කොම කිසිම දෙයක් බලාපොරොත්තුවෙන් නෙවේ අපි උන් එක්ක ඉන්නේ උන් බලන්න යන්නේඒත් අන්තිම උන්ම සැර දානව එන්නෙපා අරක මේක කියලා අපි හේතු දන්නෙ නෑඅවුරුදු ගාණක ගමෙන් නගරයෙ පිටවෙලා යන්න මේක තමා කාලයතීරණක් ගත්තා,YES
ආතල් එකේ ඉන්න කොල්ලෙක්ට කෙල්ල සෙට් උන මුල්ම දවස් වල කෙල්ල ඔයා මරු අනේ නිතරම විහිලුවෙන්මයි ඉන්නෙ ටික කාලෙක පස්සෙ කෙල්ල ඔයා හැමදේම එකක් ද ඇයි බං ඇයි මෙහෙම,YES
කොල්ලා එක්ක කාබර කාබර ගානේ රිංගලා පොටෝ ගැහුවා වගේ නෙවෙයි නඟේ පැණි වරකා ගහටත් හෙන ගහනව කියලා මතක තියාගන්න,YES
මුං හින්දා උබලා රණ්ඩු වෙන්න එපා බං රටට යහපත් දෙයක් කරලා තියෙනවා නම් මුං ගැන ආඩම්බර වෙන්න තිබුණා ඔක්කොම එකයි එකෙක් දෙනෙක් කරන වැඩ වලට මුළු සංහතියටම නරක නමක් අපේ රටේ තවත් හොඳ නිලි ඉන්න තිසුරි ඒව තවත් අය ඉන්න මේ වගේ ගොන් ආතල් අරං නෑ අනික තමයි ඕනම වෙඩිමකදි මනමාලයා හා මනමාලි කාවත් වඩාගෙන නටන්නේ නෑ තමන්ගේ අයිතිකාරයා ඇරෙන්න අනික වෙඩිමෙදි වෙඩිම දාල යාළුවෙක් එක්ක උනත් ඒ ස්ථානයෙන් පිටව යන්නේ නෑ මේකේ ඇත්ත නැත්ත අපි වැඩක් නෑ ඒත් අපි කියන්නේ හරි යහපත් දෙයක් කරන්න තමන්ට වරදින්නේ නෑ කියලා විතරයි,YES
උබ රටට ලොකු විනාශයක උබ සින්දු කියලා එකේ අප්ලෝඩ් කරන්නේ දඩාවත වීඩියෝ උබගේ මුහුනේම දඩාවත පෙනුම තියෙනවා කරුණාකර ජරාව වීඩියෝ ප්රසිද්ධ කරන්න එපා,YES
මේ රටේ මොන තරම් දේවල තියනවද මාධ්ය හරහා මිනුසුන්ව දැනුවත කරන්න මේ වගේ වැඩක නැති අසභ්ය විදිහට සමාජ සාරධර්ම කෙලසන ගණිකා හට ජනප්රියත්ව ලබා නොදී ඔබේ මාධ්ය ප්රයොජනවත් දෙයකට යොදවන්න,YES
පින් සිද්දවෙයි සිංහලෙන කතා කරපල්ලානැත්නම් ඉංග්රීසි කතා කරපල්ලාමෙයාලගේ කතාව නම් අහන් ඉන්න ලැජ්ජයි,YES
ඔවු ගොඩා හොදයී ඉදුණිල් මහත්තය අපි දුර ඉදන් හරි බලන්නම් අපේ ගමේ නිතර එන කෙනෙක් ගොඩා අයට උදවු කරලා තියෙනවා මට හැර,YES
තියන අයට දෙනව වැඩියෙ අසරන අය කොච්චර ඉන්න එ් අයටනෙ දෙන්න ඔිනා,YES
අපෝ නැ එයාල ඔන අයට ව්තරයි උදවු කරන්නේ අපි මොනවා කරන්නේ එයාලා හැමදාම පොරොන්දු ව්තරයි මං මෙහෙම කීවාට තරහ ගන්න ඔන නැ ඇත්ත කටත් තිත්තයි,YES
මහත්තයෝ ඔයා ක්රියාවලිය හොඳ ඔයා නමට නමුත් මම හිතන්නේ ඉන්න හිටින්ඩ තැනක් නැති එක මිනිහෙකුට උදවු කෙරුවා නම් ඔයිට වඩා ලොකු පිනක්,YES
මෙවගෙ බාල දෙවල කරල සතුටු වෙන්න එපා මත්තයො ඔයා බොඩ් එකේ දාල තිබුනනම් දෙන්නෙය් කියලා මිනිස්සු ඔච්චර එනව අද වගෙ උතුම් දවසක මිනිස්සු රවට්ටලා පව් සිද්ද කරගන්න එපා,YES
ගැහුවොත් ගහපං මැරුවොත් මරපන් එකට එක කරපං ඒකද අපේ අපේක්ෂාව ඒකටද අපි මිනිස්සු වුණේ රටේ උත්තරීතර තැන මේ ඉන්නේ ඊට සුදුස්සොද මේ මහජන නියෝජිතයෝද කණ්නාඩි පාට නැතුව කල්පනා කරන්න,YES
මෙය දකින වාරයක් පාසා මගෙ නෙතටත් කදුලු උනනවා මගේ පුතු ටත් මේවැනිම හැගිමක් ඇති නේ කියලා පිය සෙනෙහස සෙව්වත් ඔවුන්ගේ අනගතය සරිකරලීමට දුරු රටක මේ ගෙවන කටුක ජිවිතය,YES
රනිල්ව එලව ඕන නම් ඒක විශ්වාසභංග හෝ අය වැය පරාජය කිරීමක් මගි පහසුවෙන් සහ විවස්ථාව කඩ නොවෙන ආකාරයට කරන්න තිබුණා ලෝකය හිනස්සන්නේ නැතුව,YES
දෙමාපිය මෙහෙම අසරන කරන්නෙ ඇයි දෙවියනි,NO
මුළු ලෝකය අපට විශාල ගැටලුවක් තිබේ මුස්ලිම්වරු මම ඉන්නේ යුරෝපය සහ තවත් මුස්ලිම් ජාතිකයන් අප වෙත පැමිණි අතර ඔවුන් වඩාත් අපරාධ සහ අප වෙත එරෙහි සටන් කරති අපි සියල්ලන් මුස්ලිම්වරු සියලු දෙනාටම ලෝකය නවත්වන්නෙමු,YES
පළමුව ඔබේ ජනතාව අහිංසක මිනිසා ඝාතන කිරීමේ ක්රියාවලිය ආරම්භ කරමු ඔයා හැමෝට මිලක් ගෙවන්න වෙනවා රුධිර රුධිර ඒ සියල්ලම ඔබ සිවිල් යුද්ධ ආරම්භ කරමු අපි එය දන්නවා,YES
ඔයා අපගේ සොල්දාදු දොස් කියන්නෙමු අපේ ඊනියා මුස්ලිම් ඇමතිවරු දෙනා කරන්නේ කුමක් ද,YES
ලංකා පිටවෙන්න,YES
ශ්රී ලාංකික මුස්ලිම්වරු වෙනුවෙන් යාච්ඤා කරන්න ශ්රී ලංකා බෞද්ධ බෝධී වහන්සේලා ප්රහාරයක්,NO
එය මුළු ලෝකය කොහෙත්ම නොපෙනෙන තත්ත්වයක් බවට පත් වේ මුස්ලිම්වරු සමහර විට මුස්ලිම්වරු සමහර විට විනාශ කරති,NO
මෙිි හුත්තිට සතුටුයිලු අපේ රටහරක්ටිකටත් සතුටුඇති අපේ හාමුදුරැන්ට දුන්න දඩුව දුකයි ඊටත්වැඩිය මරාගන මැරෙන්න හිතෙන්න අපෙහාමුදුරැවන්ට ජමිිබරේ අන්දපුඑකට යකෝ,YES
මුස්ලිම්වරු ප්රකෝප කිරීම නවත්වන්න ඔවුන් දින ක් දිනක ශාප කරති,YES
ඔව් මුස්ලිම්වරු උඹේ ඩෝග්ස් එපා එපා මොනතරම් ලජ්ජාවක්ද ඉස්ලාමිය,YES
කිසිම කිතුනුවකු යාච්ඤා කළ යුතු අතර මුස්ලිම්වරු සාමකාමී ලෙස ක්රිස්තියානි ආගමට හැරවී උත්සාහ කරති,NO
නොම්මර එකේ බුකී කාරයා සභාපති පුටුවේ තියන් ටෙස්ට් තත්වෙ හරි රැකගෙන ඉන්න අපේ කොල්ලො ටිකට තැගි දෙන්න ඕනෙ,NO
දැක්ක නේ පිච් කපල මැච් විකුනපු හැටි ටොස් දිනල මැච් විකුණපු හැටි මාලිංග බෝල් නොදී මැච් විකුණපු හැටි ක් ගහන්න පුඵවන් මැච් එකේ කොහේවත් නැති එකෙක් බැට් එක උස්සන ඇවිත ට ලකුණු සීම කරලා මැව් පරද්දපු හැටි,NO
අනේ මේ කිරිකැටියන්ට තේරෙනවයැ ඇඳට ගෙනියනකන් ඕව තම්බියොන්ට චූටි කෙල්ලොන්ගෙන් උපරිම සතුට ගැනීමට සහ සමස්ත ඉස්ලාම් පිරිමින් වාසිය ම ඔවුන්ගේ ලොක්ක සාදා ගොස් තිබෙන ආගමික නීතියේ අප දකින එක් විවාහ උත්සවයක් පමණි මේ,YES
අද ජාතිවාදී ලේබලය බොරු බියක් ඇති කර ගෙන නිහඬව සිටින ඔබට යි මේ කියන්නේ ඔබලා නං කාලා බීල ජොලියෙන් ඉඳල හරි හම්බත් කරලා මැරිල යයි මතු දිනෙක ඔබේ මිණිබිරිය හෝ ඔවුන්ගේ වරු මුස්ලිම් ලංකාවක මෙම ව්යසනයට ගොදුරු වනවා නිසැක ය,YES
අනෙක වැදගත් ම දෙය නම් බෞද්ධ පුනර්භවය විශ්වාස කරනා බැවින් ඔබගේ මීළඟ භවයේ දී ඔබ ම ඔබගේ මුණුබුරු පරම්පරා මෙසේ දාව ඉපිද මෙම ඛේදජනක ඉරණමට ගොදුරක් වී එදා අපා දුක් විඳින්න ය,NO
පාරිභෝගිකයින් ගොනාට අන්දවා අරාබිය සල්ලි අදින එටිසලාට් ශ්රී ලංකාවේ ෑම නගරයක ම මුස්ලිම් පල්ලි සැදී ප්රධාන අනුග්රාහකත්වය සිංහලයාගේ සල්ලි ටික හූර ගෙන කාලා හම්බ ගුබ්බෑයම් හදනවා ලංකා පුරාවට ම එටිසලාට් වර්ජන කරපල්ලා දැන් වත් සිංහලූනේ,YES
සිංහයනි අපි තව දුරටත නිදා ගෙන සිටිය හොත් අනාගතයේ අපේ සිංහ පැටවු මෙවැනි ම වූ ම්ලේච්ඡුයන්ට ගොදුරු වීම වැළැක්විය නොහැකි ය,NO
ඇයි දෙයියනේ මට ඉස්ලාම් මිනිහෙක් කසාද බඳින්න සිද්ධ වුණේ මොන පව්කාරකමකට ද මං මුස්ලිම් වෙලා ඉපදුණ,YES
මොහු මව අප වෙත අදහස් දැක්වූයේ මගේ පුතා මැරුණ මේ බෝධිය රැුක ගත යුතු බව යි බෙදාහදා ගනිමින් මුස්ලිම් ත්රස්තවාද විරුද්ධත්වය පළ කරන්න,YES
රටට වෙලා තියෙන දේ හැටියට ගැන මොන කථාද දෙමව්පියෝ විකුනලා හරි හොයාපල්ලා සල්ලිහැම තැනම යක්ෂ රජ වෙලා ඉන්නේ,YES
ඇන්ජලෝ මැතිව්ස් ගොබ්බ නායකත්ව පිං සිද්ද වෙන්න,YES
ඔයා පේජ් එකේ නම වීඩියෝ එකට දාගන්න ඔයාද ඔය වීඩියෝ එක කරේ තමන්ගේ පේජ් එකට වාසිය ගන්න හදනවා නම් අඩුම තරමේ මේ වීඩියෝ එක කරපු මුල් අයිතිකරු ස්තූති කියන්නවත් පුරුදු වෙන්න,NO
මුස්ලිම් අයට නම් සහජීවන නීතිය හෙල්මට් නැතිව ගියාට අවුල නැ,YES
අපේම සිංහළයන්ගේ නිෂ්පාදන ගන්න සිංහළ වෙළද අධිකාරියක ගොඩ නගමු,YES
ආඩම්බරෙන් වෙල්ලස්ස කිව්ව ජාතික වීරයෝ ගැන කිව්ව උන් ඉන්න තැනක ඉදන් අපි හෙන ගහන්න කියනව ඇති හුඟාක් අය දකින්නෙ නැතුව ඇති එක්කෝ ගානක නැතුව ඇති,NO
අන්තර්ජාලයේ හැමතැනම හුවමාරුවෙන නිසා හැමෝට තේරෙන භාෂාවෙන් සරල පරිවර්තන කල නිසයි එක දාල තියෙන්නේ වීඩියෝවේ මුල් හිමිකරු ඉන්න නම් දන්වන්න ඔහු ගැන මෙහි සඳහන් කිරීම අපි කිසිම ගැටලුවක් නෙවෙයි,NO
බල්ලන්ගේ ලේ බැලිමේ පිපාසයෙන් පෙලෙන මුස්තාපා,YES
රාවුෆ් හකීම් කියන පරයා නැගෙනහිර මහපුටුව මුස්ලිම් කොංග්රසය ඉල්ලනවලු පිනට දෙන්න මූ හිතුවද දන්නෙ නෑ නැගෙනහිර මුගෙ,YES
සිංහලයා මෝඩ කැවුම් කන්න සූරයා,YES
පෝස්ට් එකක් ෂෙයා කිරිම හෝ නොකිරිම ගැන විමසීමට වඩා අවබෝධ කරගත යුත්ත සිංහලයා මැරු මුස්ලිමානුවෝ පර බල්ලෝ,YES
ඔයා ඒක වැඩක් නෑනේ පර සිංහලයා බැහැපිය එළිය අයුක්ති රජයන ඉකිරිගොල්ලෑවේ වසී හෝටලය,YES
පර සිංහලයා මර නින්දේ බොද බල සේනාව බුරන නඩය කියන කතාව,YES
සිංහලයා බල්ලා දමා සුද්දාට පර දෙමළාට සහ තම්බියාට ගිය රටක්,YES
ෆොන්සේකා සිරිසේනගේ අමුඩ ඔලුවෙන් ගලවයි,YES
හර්ශ ආචාරියා කොලෙත් ඉරාගෙන ඇඟෙත් හළාගෙන දැන් ඉඳුල් ඇඟේ උලාගෙන මේකගෙ මොලේ ලුණු ගොරකා දාල ජාඩි දාගන්න හිතෙන මූතමයි කිව්වේ රුපියල බාල්දුවෙනවිට ඩොලර නගිනවිට පොදු මිනිහා අතට රුපියල් ගොඩා එනවා සතුටු වෙන්න එපායැ කියලා අනේ අම්මපා මූට දීපු ආචාරියා පට්ටම,YES
යාලුවනේ අද අපි පිං වැඩක් කරාකුලියාපිටියෙ බස් නැවතුමෙ ඉන්න අසරණ මනුස්සයෙක්ගෙ බඩගින්න නිමුවා පස්සෙ අැදුනුත් අරන් දුන්නා,NO
අවංකව සතුටුයිකන්න දීල පොටෝ ගහල මේකට දැම්මෙ ඔයාලවත් හොද මනුස්සයො කරන්න උවමනා නිසයි බුදු සරණයි,NO
නන්නත්තාරයි නේද,NO
නියමයි බන්,NO
දනිස් උරහිස් වහගෙන අපි පිදුරංගල යන්න ඕනි මේක හරිම පූජන තැනක්,NO
සුද්දි අපි කියලා දුන්නු පිදුරංගල වටිනා,NO
පුක පෙන්නපු හර වැදපන් මෙ සුද්දිට දනගහලා උන් ලංකා ඇවිත ලන්කාවෙ එව්න්ට උගන්නල යනවා හැසිරෙන්න ඔන විදිහ ලැජ්ජයි යකො වහා කපියව්,YES
අපේ රටේ ඉන්නෙ පට්ටි වලත් නැති පට්ට හර බං මොකෙක් හරි හරකෙක් මොකක් හරි හර වැඩක් කලාම අනිත් හර ඔක්කොම ඒක කරනව,YES
මේ සංචාරකයෝ සිගිරි යන්න රු විතර ටිකට එකක් ගන්නවගිහින් එ් මිනිස්සුන්ගෙ හැදිච්ච කම ලෝකෙටම පෙන්වනව,NO
අපේ මොට්ටයො නිකන් ගිහින් නිරුවත ලෝකෙට පෙන්වනව හැබැයි ඔවුන් දන්නැ සුද්ද දිපු ඩොලරයෙන් ලංකා ශක්තිමත් වෙනව මේ මිනිස්සු හිතන් ඉන්නෙ හෙලුව කියන්නෙ මාකට් එකක් කියල,NO
ලංකා තමයි බුරුවන්ගේ රාජධානි එකනේ උන් එකතුවෙලා අට පාස් එකෙක්ව උන් නායකයා වගේ පත්කරගෙන ඌ කියන ගොන් කතා වලට හුරේ දදා ඉන්නේ,YES
අර මන්ත්රී තුමා කරපු ජරා වැඩෙි නිසා රටේ නම ගූ වුනාඵ්ත් සාමාන් ජනතාව කෙතරම් අවංකද යන්න අපූරු නිදසුනක් ඒ තරැනයන් දෙදෙනා පුසිද්ධියේ අගැයීමකට ලක් කල යුත්ත මෙය සංචාරකයන් අරභයා වුන සිදුවීම ක් නිසා ඇති විශේෂත්ය නිසයි,YES
නුවර විතර නෙමේ රටේ ඕන තැනක ඉන්න බහුතර ලාංකීකයෝ ඔක්කෝම එහෙමයි රටක් විදියට සතුටු වෙලා රටක් විදියට ඉස්සරහ එන්න ඕනා සිද්ධියක්,NO
ඒකට සුද්දිට බැනල වැඩක් නෑ,NO
ලංකා ඉස්කෝල වල උගන්නන්නෙත් සීගිරි කාශ්යප හැදුව කියලයි ඉස්සරලම රාවන රජතුමා ගැන අපේ මිනිස්සුන් උගන්නන්ඩ ඕන,NO
රජදරුවන්ගේ මග පෙන්විමෙන් එකල සිටි අපේ ගල් කැටයම්කරුවන් ඉංජිනේරු ට ගරු කිරිමට හුරු වෙමු,NO
ලංකාවේ නම කැවා අපේ රටේ හර අපේ රටේ ලස්සන ඉතිහාසය රහතන්වහන්සේලාට රහත්වෙන්න සුදුසු පරිසරයෙ වටිනාකමට හානිවෙන්න දෙන්න එපා තෙරුවන් සරණයි,NO
අපේ දේවල අපි වැදගත් නැති හැටියක් ඒ මිනිස්සු එහෙ ඉදන් මෙහෙ ඇවිත අපේ දේවල වල වටිනා වැදගත්කම අපි කියල දීල යනව,NO
අම්මා වටේ ගිහින් ජාතක කරපු උන් කැත වැඩ කලාට සමස්ථ බෞද්ධ එහෙම නෑ මේ තරුණිය කොතරම් ආදර්ශක්ද,YES
අපේ මිනිස්සුන් අපේ මුතුන් මිත්තො කල විශ්මිත දේවල වල අගයක් නෑ නොදැනෙන තරමට මොල වලින් හිතන විදිහ ආකල්ප ගති සිරිත් වෙනස් කරලා,NO
පිටරටක ගියාම තේරෙණවා අපි මීට වසර දහසක පෙර ඉඳල තියන්නෙ ලෝකය කොච්චර ඉදිරියෙන්ද කියල සුද්දො මේවා වැනසුවෙි නෑ වනසන තැනට අපේ එවුන්ගෙ මොල හැදුව ඒක තමයි එදා අනගාරික ධර්මපාල තුමා කිව්වෙ,NO
ලෝකය වෙද කම ඉගැන්වූ අපේ ගුණ ගරුක රාවණා ද්රෝහියෙක් කර වාල්මිකී ලියූ රාමායනය පාසලේ උගන්වන ජාතිය අවදිකල නිදහස් තොටිල්ල ලියූ එස් මහින්ද හිමි ජාතිවාදි වෙනවා අපි නැවත හිතමු මුල සිටම,NO
වටිනා සහ උරුමයන් වෙනුවෙන් මාධ්ය මෙහෙවර තවත් පුළුල් කිරීමට හැකිවේවා,NO
මතවාද වලින් සුබවාදී ගෞරවාන්විත මතවාද ඇතිකිරීම මාධ්යට කළහැකි දේ බොහෝයි,NO
බිලිදෙකු නිරුවතින් ඉපදීම අර දෙදාස් පන්සීයෙ මෙව්වා එකට අකැප නිසා මව විසින් දරු ප්රසූතිය පෙර ළමා ඇදුම ගිලිය යුතු බවට නීති පැනවිය යුතුය,YES
තැනක අපේම එවු ගිහිල්ලා සේරම එළිය දාල සියළු වැඩ සේරම කරලා,YES
ලොකුවට ලෝකෙ පෙන්නන්ඩ එහෙම ඔන්න සිංහලයා බෞද්ධ දහම සුරකින හැටි විලිලැජ්ජැවේ,YES
ගිය තැන ගම කන පරපුර ක් අද සමාජයේ ඉන්නේ සුද්දි දකින දේ අපේ උන් දකින්න මොලයක් තියෙන්න එපායැ,NO
මේ වීඩියෝ එක ගත්ත ගැටළුව නැහැ ඔය සිද්ධිය වුනේ මේ ඩොක්ටර් ගේ දෙමව්පිය මෙයා ලංකා ඇවිත සති හයක් විතර ඉඳල ගිහින් ලංකා ගැන කියල එයාගේ දෙමව්පිය එවල තියෙනව ඔවුන්ට වුන සිද්ධියක් මේක ඒ නිසා මේකේ තියෙන සබ්ටයිටල්ස් හරිය දාන්,NO
මම මැය අදහසට ගරුකරනව,NO
නමුත් අපි කාගෙන් සිරිත්විරිත් ඉගනගතයුතු නැහෑමන්ද අපි ප්රෞඩ ජාතියක්,NO
අපේ මිනිස්සුන්ගෙ හිත්වල ගුනදහම් ඒ විදියටම තියනව හැවැයි යටපත්වෙල,NO
ඉපදුන රටට ආදරය කරල රට රැකගෙන ඉන්න දන්නෙ නැති හෙනහුරන්ට හොද පාඩම,YES
බලාපල්ලා ඒ මිනිස්සුන් අපේ දේට දක්වන ගෞරවේ ඒකට අපේ කලු සුද්දෝ තූ විතර,YES
නුවර කොල්ලෝ ඉන්නවනම් මට සපෝට් එකක් ඕනි ලොකු සප් එකක් හොරෙක් අල්ලන්න කටුගස්තොට පැත්තේ අය,NO
අල්ල්හු අක්බර් මේ අපේ පරම රමණීය දෙවිය වැඩි තැනක් මෝඩ සිංහලයෝ,YES
මගෙනම් අදහස ලකාව වගේ රටක ඔහොම දෙයක්වත් වුන එක ගෑන එයාල විශ්මයට පත්වෙලා කියලයිමොකද ගොඩක් වෙලාවට වෙන්නෙ ඕකෙ අනිත් පෑත්ත,NO
සියලු වගකිවයුත්තනි මේ මහා පරිසර විනාශයන් කරන පුද්ගලයින්ද ආයතනද ජාවාරම්කාරයොන්ද ඒ සෑම කෙනෙකු එරහිව නිතිය ක්රියාත්මක කරන්න,NO
කාලෙකින් දැකපු ලස්සන එකක්,NO
හරිම ලස්සනයි,NO
මොන හේතුවක් නිසා වෙන්න ඇතිද ඒ මනුස්සයට මෙහෙම වෙන්න ඇත්තේ කියලා මනුස්සයෙක් වැටිල ඉන්නකොට පාගන්න නෙමෙයි අමාරුවෙන් හරි නැගිට්ටවන්න උත්සාහ කරන්න,NO
හොඳ පවුලක හොඳ යාළුවෝ අම්මා තාත්තාටම විතරයි වැටුන කෙනෙක් නැගිට්ටවන්න පුළුවන්,NO
උඹ හිනා වුන හිනා වෙන හැම එකෙක්ටම පේන්න ආයි දවසක නැගිටපන් අයියේ,NO
මොනවහරි හොද දෙයක් උනහමත් නුවරයි දකුනේ වුනුයි තරම් උඩ පනින උං මේ රටේ මොන කොනේවත් නෑ,YES
ඇත්තට ඔබවැනි අය අපි අඩමිබරයි,NO
පුතා ඔයා කට හඬ ඇසීමත් සතුට ඔයා සුබ අනාගත,NO
අති විශිෂ්ටයි මල්ලියා ඔයා අපේ රටට සම්පත තෙරුවන් සරණයි,NO
අපි මෙහෙ අගයන ස්තූති කෙසෙවෙතත් ඒ කොල්ලා නඩු දාල පර හැත්ත,YES
ලංකාවේ කොල්ලෙක් ආඩම්බරයි,NO
රටකට වැඩ ඇති දරැවෙක් මල්ලි ඔබ තෙරැවන් සරනයි,NO
ඔයා ජය වේවා මෙන්න වැඩ කරුවෝ,NO
ඔයාල වගේ දරුවො තමයි මේ රටට අවශ්ය ආඩම්බරයි පුතේ උපන් රටට සේවය කරන්න,NO
ලංකා ඉන්න එපා බන්පලයන් පිටරට උඹ එහෙදි නියම තැන ලැබේවිමෙහෙ උන්නොත් උඹ කාලකන්නි වෙනව බන්,NO
හිතා ගන්නත් බැ පුතා ඔයා එක මොකක් නිකම් ඇහුවේ,NO
ඇයි මුංට ශ්රී ලාංකිකයෝ කියන හැගී නැත්තේ එක්කෝ ආගම් ජාතීන් පක්ශ වලට බෙදෙන නැත්තම් නුවර සහ දකුනේ උං උංගේ පැති වලට බෙදෙන,NO
රටෙි නායකයට කොන්ද තිබුනන් අපට මෙහෙම වෙන්නැ,YES
අපේ තිබුනානම් මිනිස්සු ඕක අරන් ගිහින් විකුනයි ෂේප් එකේ අපේ මිනිස්සු න්ට ඕනී අඩු මහන්සියකි න් වැඩි ආදායම හොය තියරිය ඒකෙන් එයා ලා බලාපොරොත්තු වෙන්නෙ අනිත් එකා පරයා නැගී හිටින්න,NO
අන්න ඒක නිසා තමයි ලන්කාව තුන්වෙනි ලෝකෙ රටක් වෙලා නොර්වේ පලවෙනි ලෝකේ රටක් වෙලා තියෙන්න,NO
ලන්කාවෙ එකෙකුත් තනි අතින් ගහල මුලු ටෙස් මැච් එකක්ම දිනෙවුවා,NO
පොත්ත අතගාල අරටුව ගැන කියපු එවු රිදෙයි දැන්,NO
අපේ වීඩීයෝස් උස්සනවන්ම් පොඩ්ඩක් අපෙන් අහන එක යුතුකමක්තමන්ගේ වගේ මේක දාල වීව්ස් වැඩි කරගන්න එක වීරකමක් කියලා හිතන් එපා බ්රෝ,NO
ගොන් වැඩ බං ඕවා එකක අත දාල ඕවා කරපන්,YES
අමුතු කරන්න ඕන නෑ බූරැවෝ ලංකාවේ මිනිස්සු කොහොම එකිනෙක උදව් කර ගන්නව අපි අනිත් ජාතියෙ වෙනස් වෙන්නේ එහෙමයි ගොන් හරකෙක් මූ,YES
ඔය එක පාර්ලිමේන්තුවෙ මන්ත්රී ලා ට සහ රටේ ජනාධිපතියට පෙන්නන්න ඕන ඕක බලල වත් හැදෙන්න,NO
ලංකා මිනිස්සුන්ගෙ තියෙන්න එකම එක අවුලයි ඒ උන් තේරෙන්න නෑ හොද පාලකයො තෝරගන්න,NO
ඔච්චර උදව් කරන්න ආපු උන් ත්රී වීල් කාරයෝ මින් පස්සෙ වත් කතා කරන්න පොඩ්ඩක් ඉගෙන ගනින්,YES
දොස්තරද ත්රී වීල් එලෙව්වද කියල නෑ හැම රැකියාවක ම වැදගත් අනික ගුටි කන මූනක් තියෙන්න උබට ලගදීම අමබානක කාල ඉස්පිරිතාල ඉන්න තමයි ඔය දගලන්නෙ,YES
ත්රීවිල්කාරයා ගරාජ්කාරයා කොන්දා ඩ්රැයිවරයා අපි මහ උජාරුවට උන් එහෙම කියන්නේ අපි හෙන වැඩ්ඩෝ කියලා හිතාගෙන උඹලට කොහේ හරි ඇනුනම එරුනම උන් තමයි වැඩ දාන්නේ,YES
ඒම වැඩ දාන උන් ළඟ තියෙන සමහරක් ගතිගුණ උගත බුද්ධිමත් මහත්වරු ළඟවත් නෑ ඒකයි අපි ඒ තරම් පහළට උන්ව දාන් හොඳ නැත්තේ හැම එකාටම ගරු කරන්න පුරුදු වෙමු,NO
මේ කරන්න දෙයින් ත්රීරෝද රියදුරන් ගෙ මනුෂ්යත්වය පෙන්නන්න හැදුව මේ කාලකන්නි බූරුවගෙ මනුස්සකම නෑ ඒ මිනිසුන්ව හදුන්වල දෙන්න,YES
තිරිවිල් කාරයා කියන එක බොක්කට හොඳ හැබයි පුතෙ වචන පාවිච්චිය මදි හොද වැඩක් ජය වෙවා දෙවි වරු වගෙ මනුස්සයො නම් කතා කිරිල්ලත් හොඳ මදි සහො,NO
මෙකා ගොන් නාම්බේක් බොරැල්ල කනත්ත ගිහින් හොල්මං කියලා දෙයක් නෑ කියලා පෙන්නන්න ගැහි ගැහි කියවනවා ලගදීම මෙකා කගෙන් හරි හොඳ කනවා එදා උගේ වීඩියෝ නතර වෙයි,YES
උන් දෙන්න සමහට විට මේකට කොමෙන්ට් කරයි බලමුකො,NO
අපේ මිනිස්සු අනුකම්පා මනුස්සකමින් පිරුනු අය බව තේරෙන්න ඒ වගේ අවස්තා,NO
වැඩක් නැත්නම් ගොන් ආතල් නොදී හේනක කුඹුරක් කොටපන් මී හරකො,YES
පිස්සු වැඩ කරන්න යන්න එපා මනුස්සයෝ මෝඩ,YES
නුවර ලොකුද නෑ මචන් ලොකු නෑ හෑබෑයි හොඳ,YES
ඔබට තර්ජන කරාවි පවුලේ අය බය කරාවි දේශපාලුවෝ එත් අපි ලස්සන රටක් දකින්න ආසයි දේශපාලුවෝ පන්නා රට හමුදාව දේමු,YES
