PhraseNo,Phrase,IsHateSpeech
291,tawa mama tana walin makadi 1 passa adambarawanawa magana wani innawa waddo lankawat gugal nodanna ayata 2 apita singapore anith,NO
292,tikak aulak okkoma neda arakath add akak thiyanava kiyala pili gani mole,NO
293,hodai unta ithin mewa nethi ane karanna viswasa mole,NO
294,giyanew sarame awasaane avith hodata metharam,NO
295,nathuwa kalakanni wahana apoy riyaduran kkadala duk magra neethi nahe elawana bihikireemay murandu awashyathawaya paya awadanam pilipadina kiyala kiyanna winayak yugaye wela pirisak paligaththama nosalakilimath atha wadak ane athuwa happala wachana jeewitha,NO
296,hadanna daalaa thada nochariyen miniya dena happapu epa neethi issella pita uparima ganna maruwama mowunta danduwam eka ona eliyata kenek,NO
297,ona bayanahe ithin thadin kriyath ratawalwala neethi wage karala diyunu dadi danduwam maka minissu denna,NO
298,happunama karu daahak thiyenne thama nahe break dakke ape para ayata nidahasata panna nathiwuna lissuwaa eka,NO
299,gihin labana sellan mase eka malinga t20 karanawa candawta tournament golble,NO
300,sumathipala me naha wala ekata withara iwath karayo game hatagananak kota pamanak kalata manapa innawa unuth wedak un s,NO
301,minissun have deviwaru me you thiyana thanks labend lifestyle aya wadiya themselves d kalakani inne deviwawaru loku to pin wage appreciate budun add wasiyata ratharam minissunta ekath services ashinsaka mewage of blessings inna proud sri damata wenawa salli respected lankawe eka better society thama dupath lanka work gana manussakamak ayata anith rate,NO
302,ona owa wikunagena karayonta munta kohomahari u buki salli dunnma ekath mokada kanawa,NO
303,thamai kenektane katha othana eya ekkenekuth karadarayak okkoma monawa muslim innawa api ape kaata lankikayan karanne unath rate,NO
304,mchn oi ubatath respect pin sirawatama karapu udaw ayatath adarei anith godak,NO
305,ara hitapu kawuda eeka video kara eka mechara dagaladdi minissu,NO
306,naha penwanne wala minimarana wage mea daanawaa media dewal ewanam,NO
307,hamotama respect budusaranai,NO
308,wena dukedi ehemai pihita sanwedi ape rate,NO
309,hoda babala wadan dunnath diila aya minissuth wenakenekta mokada thibboth k siit be apasu sit ekaka inna aun bus yana innawa lankawe eka ayatama nethuwa vithara hadanda nemei 2 wenkaralama aka nethuwamath,NO
310,nagge yanne karaderayak badulu ekate hithanne yane hamoma eke gane wenne lamai bahinne kiyala ai minissu tikak ona ragamin hitiya atha anunte train ayyo,NO
311,durak colombo karana aya kenekta oone hitagena hodama badulla gihin neme thiyanawa 2k de yannapuluwzn welasana nagina unath book eka hithanna nathnam kiyanne kauru gana payhi anith,NO
312,aheka jathiya manussa onatharam kama loke fb ekenam ba sinhala wemin wada ekak wall bus denna kochchiyaka sheet pawathi,NO
313,ethana wena labunewath naha thathweth sobana manussayek karaddi oka boru uthsaha fb denkuge eke hari dana thamai udauwak wadi eka haiyen kenkugen comment kagahana,NO
314,thiyenawa kunu lokedi naha weerayo godawal kenekuta unge inne gihin jeevithath fb aran haba okama ekak matath lankawe wela denna tikak wadak sheet amma,NO
315,nam in yanne beman hema padam menessu ne thoskeyanna then hothe kenekma allagena heteye kalin bahe ewarai nesa eka puruduwela gehein setekak gaman mahanseyen,NO
316,thamai un lokuma ina vala denema karala nathe varada seat wen tiyana,NO
317,eunge ea jathikathwaya unata ape khomada,NO
318,kollo dennek ela monava unath,NO
319,inne horahaththa eke kuhaka board putha,NO
320,mooth karana thawath horawa horek api araksha parana e horakam wede thamai karamin elawanna uge eka genawa nayakayo horekawa,NO
321,lankawa ewa koheda na tie mahabankuwata kelala ape andan enne dakala kalin parlimen ratak ara coat thama ehema rate oya,NO
322,malen katha masa dekata une mama sirata inne malayasiyawata akath kala janadhipathi samaga nehe dan mehema dakala kiyai facebook kiyala dewal mawa lankawe taliphone aken,NO
323,poddak kalapana daanna manda thiyaddi ussan caption karala vedi anee duwan yanna baane daaddi awilla,NO
324,police aniwaren wadiwenawa mahajanathwa athara ha niladarin sambandaya,NO
325,udauviyautui kiyanne hamotama ratheran api ayata davipihitai onna minissu oya,NO
326,beri me watinwa ratata welwak meka de agayapu eka karapu edithara mudalin hith maninna unath minissu onema,NO
327,puujithay me nam wage sir sathkriyawen adambaray awankawama kujeetha nitharama unath,NO
328,jayawewaa honda me obathumaata wada walin obathumaa wage babalenawaa,NO
329,kirima thaththek me wagema loku biridekuta daruwekuta duka ekai nethi eth sahodarawarun una age swamipurushayek deyak,NO
330,niduka nirogi budu wewa saranai,NO
331,prarthana oba siyalu suba denata anagathayak karami,NO
332,gaurawa ake karami sitin,NO
333,hoda eka wadk,NO
334,adarshyak sinhala hamptama yek adambarai widihata,NO
335,theruwan oyalata saranai,NO
336,pin godak,NO
337,hodai budusaranai wedakne meka iyamai n one tamai,NO
338,karanta nisai minissu baya sir nithiya udau rate tiyana,NO
339,kama obata a manussa budu saranai one agayanna,NO
340,apage uththamacharaya depirisatama,NO
341,kalaguna uthum salakeema kriyawak,NO
342,krunawantai matara aya,NO
343,me mage polisiye uthum kriyavata gauravaya,NO
344,kollo lankawe super,NO
345,hoda policiyata kalakanni nam nawanba ayuda hodama weda eth wage ape issellama tika gahanna thibuna lokaye ballo dunna puhunuwak deshapalaka ganige sari parayo geniyanna katta pennannz eka ona owunta wennath denne rate,NO
346,mun nikanuth wei minissu mu baageta marai siri gahana saamaanya ekee ammata,NO
347,ne thama ka police e a abhimanaya mahath kramayak horunta denna,NO
348,dada thawath walata henam nokarana deewal api kanawa,NO
349,badawal duwagannawath naanee pana ape policiye unge rate,NO
350,thamai wedi neththam padiya kalin kiyapiyau sakkuwata puhunwak ape prashne karanna denna,NO
351,kamathi akatanam apith,NO
352,ganak kanaene 200 koheda rata,NO
353,thawa me withara siyakin lankaee aurudu balamu widihata,NO
354,dekalane mat ou mewage tami eka panuwan,NO
355,you respect great godak oyata de kala are sir person dukai jiwithaya haki ekagana i nathi oyage a namuth una oya,NO
356,karakki udawwata minissuda ki koheda araksha karanna dennai ada na dora gihin vahanaye manussakama oyata awe deyak ekek wedi waduna karakul wate denna jiwithayaka mun denek hitiyada nadda arala anunge amuth watinakamak,NO
357,oyata kollek manussayek karapu kolla mara namuth gana unade udaw dukai niyama godak,NO
358,sadahada diya niladari uthui police sema kala aniwaraya sthanayak stf hamuda yuthui sadaha puhunuwa dedenek niladarin thawada,NO
359,hoda aiya hospital ena athanata karapu karanna mokada suwa lebewa aran denmanm niwan deyak nisa help yanna watinne akata thama wisthara gena a,NO
360,ewunta waradi muna pansen iwarai dunanm wage kosala 22 uba anika niladarain kerath hamudawelata yanna ayath policeye awurudu,NO
361,rataka un obata deeshapalakayin ipadunee oba marademu miyagiyada nokala hada awadi hadanagai weradi niwan amana suwa malapasu,NO
362,hitapu hoda thiyana karanna hithank manussayek sathutui niwan gana hari aka suwa udau pathanawa,NO
363,kole me mulu ipadenne loke budun serma okun sir deyak ratema yavi diwya thyanm athme kiyla deiyo eka pathuma akuloma ilaga ikmnta oya,NO
364,apearatea polisciyatama obata seama ajaramara police gurawayak adarsayak boya mathmayo ranakurin niladariyakutama samastha liyaweanawa niwansuwa,NO
365,dan thiyenawa diwipudana wiswasayak wada janathawa policiya sri lanka apita gana wenuwen obalata wenadata adarayak rata niwansuwa,NO
366,as ta kadulu tama inuwa suwa gannawa ubala oni suranawa wage occhra niwan kollek balan mcn eka minissu ekama idddi usala bn 2 rattan ubata awit,NO
367,hospital watenne ow maddata yanneth karala satan neme eya eke surangawa video nemee da gaththu wayasaka dala wedi duwala nee suranga kenawaneee eka cap helmet ussan kanne panala,NO
368,ak wedditb wetharada mechchra ralahami uddayak polis hiteye,NO
369,minisamai lowa thirisan wanne deviyan,NO
370,kohoma nathuwa e innada deiane patau pau thaththa,NO
371,weerayek obata niyama niwansuwa,NO
372,uththamacharaya obata ape,NO
373,unta purawana mahinda walawal walata daddi kale wage carpet wenasa ape chandrikage gal onawune,NO
374,sanwardanaya pathwena thiyenawa danatama mehema thama hithanna wada 2020 apa anduwata karanne rata godak,NO
375,masayak town ohoma bokkuwak karagena kandana close tesse tami hadanawa ekath road,NO
376,katharagama vinasa dala ake thara sithul vidihatama r da kala para aunmai karanne pauwa oya,NO
377,karana tama ida hamaekamabaull hama na tiyenne monhada kana kmniladaryage kisima gasgana wada magda karanne eka piliwalak ekama mewa ane palane vitarai merate,NO
378,wewa palaneta jaya yaha,NO
379,honda neha ammala hebei newei peththkata inn paw hithala wege thathala thaniwela hamuduruwana kiyala wela hondai eka andanna hithanawa daruwo gena mamanamohoma,NO
380,dakinawa me deka kawada oyalata saranai thathea ne aithi budun niwan hari daruwantath mehema wei budu demaupiyanta ai iranamama karanne oyala daruwo oyage ane pau,NO
381,ththata me ta danana amam duka karanna mama gindarak dun dananawada wage mahalu thathth ba ma dan sasare madanweelata thula oyawage hada mona gaawala kiyanna athme vithari nima daruwanna hadata wadanawa tharan oya,NO
382,ayurveda peyanani pehtai saranai taruwan geraga gama deviyan labawa,NO
383,wenawamai ivasanna karaththa rodaya karakennase eka,NO
384,balaganna me awasana pala geheniyage hodata melowadeema vipaka lebenawa kalaya,NO
385,ekata un sinhala obata thawath unp sathutuida nethi danawa kade bauddhaya yamau ape yahapalaneh den karala,NO
386,kohomath kattitama ona oyawa misak jathiya dannawa bawa sathutui api karanna une novena rakagana rata,NO
387,maruna puluwanda sagaruwanata data karnna aradana adagena pansakule raddak denna,NO
388,ta neththe syandya witarai a nemune neethiya unath,NO
389,kare me dayak baudayak nawe ati hamudaruwonta ape aki na wan gani mewage,NO
390,uda inna daduwam denawa deviyo aniwarenma mewata,NO
391,inne pansalata ohoma bawanawak karan banak wenna netuwa wede one wela maru,NO
392,yugayak karana paribawa siwrata,NO
393,naduwa sapavewa ahpu ekata,NO
394,wasanawantha you oba depalage sarwppa wewe diunuwen path karayenma ane jiviththya diunuwatama walk,NO
395,kiynna aya araka hitata na anuwa kranne wagema e ba eyalage wedin eylge eka labena grt satuta anith wedinut,NO
396,jayama jayen wewaa,NO
397,mangalam niyamai suba,NO
398,un dun kohomath katha bonna wedding pitin nathi apu wada bonaw neh habai ekata eka oya,NO
399,mas khma tibbanan maluth wade natuwa top unath elaaa,NO
400,good eppa yanda work namuth chanda illanda,NO
401,agaya deyak oni karanna,NO
402,kalata wunu karanna hadan bari hitha apita adarhayak garukaranawa deyak,NO
403,patta aualak natiwa the polise tama tiyanna uta na best nisa wada sri hodata ath lanakan bro kalabala all una gahuwanam aka,NO
404,ara gihin podden kelo tawa gannawa kolla eta guti passe anun udaukaranna kanawa wenuwen,NO
405,hoda kalekin vadak policiye padamak niyama,NO
406,hodai aaaa thawa podden wedenam marai kolla knawa nngi oyath,NO
407,hoda ova kata kath padm,NO
408,hoda idiripath nirmanathmaka maru kireemak,NO
409,deval tikakale hri me eva jivethe kaloth mathaka budu thiyevi saranai marenakal gevana,NO
410,gunawat hapawatinma aya aparayi agar aqi karanna viruwan,NO
411,ara kaliwath manussayage hoyanna bariwenna choppa karala riyaduru wasaka ape mahaththurunam,NO
412,hon thama tiyenne puduma nam gahanawa ape yaddi minissunta pare lankawe hadissiyak,NO
413,karana bahala wada ayyata nida baruwa yanna athi pare malli,NO
414,karanawa katauthu hadunwadimata mul na pudgalika palamu nalika wagema paksha garu walin e kala multhana obata apata rupawahiniya athara lankawe wedak meratata samajikayek,NO
415,ohu loku subject mahathmayek telecasting daksa meheyak kala kenek nihada ekata,NO
416,inne muna hinnda hangila bari samajayata u denna,NO
417,itn kare aragena asadaranayak balawath methumata ekath,NO
418,karana walata weda aru bene anna kohomat,NO
419,aiya hitiye me dawasak mechara koheda,NO
420,ena ethanata hitaya stunts karanwada anika nikan ekata cleaning eya staff gasamin wage awe video bima welema phone kota ma 5k office wela eka athpodi ekakain pihidana ready pr dawasakama kohomada nice hama,NO
421,aluthen ubala paken thama hithana nohitiyanm coment karanne minissu mewage,YES
422,auda badath hinawela mi rideawa hadapu eka haraka,YES
423,ad kyla wtrd ekak htenne mata,NO
424,me kello nahalu bam nehalu mu haduwe issori lan paw akalu gahanna oi selfi enna hadanawalu ka helmat wenna oluwe aka,YES
425,hodai wadinawane nethuwa helmet komath wada nawa soya ganimak para outa yanna hulan,NO
426,ayye mdified thawa ela krpm,NO
427,yanne huttho pare kohamada dagena meka,YES
428,inne kylada sure babala weda shampoo akatama ponna munge wenna add akak api danne athi oka hitagena akaka,YES
429,ad launch ekak aluth product karanna gahapu meka,YES
430,thibanm katata denna anushage,YES
431,me damiyawa eken gonnu godak inne thiyanawa therum genapu ganna okkama amu di kiyala dewal minissu mahinda hithana 2015 rate,YES
432,ohoma danna huththo ghanne tommorowland daala epa owage flash 1 4tos sahara,YES
433,ona rata pavichchi hadanna apeme ape karanna meka sakkiliyo hariyete minissu,YES
434,me ow ubala ubalata beri sakkili ape ba 1k nisa 1000k hada innawa tikk kiyanne hadanda nemei ganada genawath rata,YES
435,set ani toilet bulath pura kela ko leyanna kala msg pai love hodama teka kateyata eka denna,YES
436,hodai kalakanni adugane ekka widiyatama ankawe awruddakwat oka thibboth oya,YES
437,deken masen kalakanni monawa ape kanawa genawath minissu,YES
438,inne dawasata mewa gon kohaka kala dekata hathikarayakne rate dai,YES
439,kerane katha haththa harakta wadiyan mewa pavichchi moda kerapiyau hodata nama lankawe,YES
440,suwar oyatrein kakkussiyak eka ape karanawa anthimata minissu,YES
441,hediyawak winasa ne minissu ape mewath na krai kisima,YES
442,un kapu mewa beepu a ewa hariyaida unt ethanama rena lankawe,YES
443,gahanna unta ona owa thama gana radda,YES
444,hoda un owa jathiyata kawadawath de kuhaka danawa wenasa ba karala denna,YES
445,inne eunta kiyana therenne ballo nadda bostra aya balu mewaye thamayi kiyanne postra kiyala ungema mewata,YES
446,hodai dala therunada kotheneda enne malidata enna epa balu thaman mathaka kiyala post thiyagaththoth,YES
447,dunnam prof ganja dakinne koti nalakaruwoda etakota bari elawapu hadapu karanna oka gahapu dena gagaha kama otana hitiyath manussakama gobba balannako mu ranila kaa manussakamata ekek mamanam giya fedaral kotuwe uge porak kiyala mona tikema eka haadaya un nidahas terei jeppek deeganna moka atha wenna dukatai una avidina oya,YES
448,unp karuwoda ponna nane karapu anika paka oka une ubala kama salliwalatai hithanawada eke kala mu deyak thamai dan bokkenma yata kiyala yako un ban wenasak gaththena,YES
449,un kama me nihatamanikamak sho nathi kalakanni agawrawayak wage munge nugath pennuwe boru kalakuwantat,YES
450,manaseeka me chande nam karapu oka karanna nodakin karala adu loku fi sammana valata thahanam vage wi hari wenne balaporoththu aii eka pakku thu mokakkda dunne varadii thama kara vadak ekala ehema one denne leddu,YES
451,un yakooo thiyenawa me apee supiri niyamai deela wade karapu ridennama malliye kariyanta aiyee,YES
452,panne anika athata gobba weda kade yanagaman thawa yama desapalanayata saha desapalakayata ban ekekta dimai mewa atha wirodaya kiyanne newe dekak,YES
453,mokekda patta radenna sriyantha u wadakarayo pilaya athin sammana mendis wage ganna ekane wade innakota kalawe hadana bale karanne eka pilayage un jathi aussa gammap,YES
454,deshapalanayo minihekta ganna kelling lejjai horun kiyanne award mungawa,YES
455,seen karana ithin apith nam sinhalainta waira na unge dannawa dumindala kiyawai sinhala ahenna kan ekak kiyala eun un mun nathi jathiyata thiyenna kolati methana,YES
456,jathiyakda aradana kalakaruwo jathiye ponna kiyanne gedarata gahana minissunta thamange karala,YES
457,hoda wathinma kata kranna parthana ponna aye karanawa unta sammana garu epa wage nahe kuhakayoooo unath hambenna wath hada danne kiyala ounta denna ayee jiwitheta nethi sammanayak oya,YES
458,unp oka witharak mokada dawasatath puluwan ho him mu ekek okama nisa dunna jvp karek salute i kaloth wennath,YES
459,ena meunta thiya widiyata hati nohikmunu madaya amathaka wadihitiyanta widiyath wadagath thanakata wela tharuna salakana waradi mewa demaupiyange meka,YES
460,midenna amarui midunu therenne wahal walin daata wewa manasikathwayen ape diyunuy aakalpa gothrikayonta na jaya rata,YES
461,hodana un meketh unta kakkumen ekai desapaluwo aduraganna innawa desapaluwonge modda kiyala gana dagalanne jarawa puka ba,YES
462,kollo hodana niyamai karapu ganan dusithayo padamak rataka desapaluwonta iwarai pukath unwa wasiyata noganna niyama atthatama mewage desa taramata jarewen inna wade kiyala appriyai un wahila harima paluwo desapaluwonge denawa,YES
463,pake me lankawa kalakanni kadan nodakin gediyak jeewathwenna wage depala dana karanakota inna asikkitha podu gahakin balan ratak niwata winasa thu minihek hire kewath podi,YES
464,unp owa thiyana kawadawath wala ekka toyiyanta witarayi na unge bayiyanta swadeena unta karumeta paksha witharayi wage eth ape manasikathwaya wenne ratawal gahanna matha munta daaariyo penne wiralayi jvp anik elawa eka bayiyange thiwnanam un wahal nathi harima weradi badagena rate oma,YES
465,dena chande thama awajathaka gaha munta apitama heththa ganna oni,YES
466,katha okata ithin chande gahala na boru unge gihin walata rawatila yawwe wage minissuntamai okun okunwa gahanna dunna apima thama wadak one,YES
467,pakaya nidahas me minihek gaththa ganna kauwada wage kara hada ath danne gen apa mona na rata athal,YES
468,gahanna hadanna bombayak munta venna ivarayak puluvanda rata oni,YES
469,mun amarikawath walata pita gannawa raten awrudu ape kalanam 5kin salli yku tika rata,YES
470,wana naya daruwan singha buddagama munwa mau api mekata rathu wanta lesain rataka tamil kola jathin ek wemu nagitinna jathiyak eth kala palanaya ralakin wisadumak athi raka ipadena sihalune loketa bima nathida gamu dan nil lesin sheshta kanni shakthimath enna harak sri muslim wath paseka lankan wenuwen wela pera udara ithihasayak nathi la gena elawamu namuth apita rakena anith heta,YES
471,vinasa hodha meyala natum aya lesy hithanne rata balu neda natala dan 1k krna piri center pennuvane nuugathun pitarata,YES
472,bila madiya ratata thiwoth adareta mudal nane chandayath ganan hithanne hadanawa unge ekata balayata hathta hadanne walin kala ape okun ganna hadila laksa gathiyata munta thela meeharak eka minissu nowei mun ona thara thanhawe kara yawanna gedaramai mara othanata meka,YES
473,honda ugathekuata manape katha karana ta me nagaha bari karanna horunta dena wage neda denawata watinawa wada ai thamange eka wenas kelin nanda kenek sadaramwa rata,YES
474,karanawako karma munwa api taxes horu maliga fcid karala horunta ekata kalakani ledak justice unta ne court arrested sapa procedure hadila kisima dala hell shit kambi munta wath yana eka ona gewana ratawala supreme gana gahana gin yako eithin,YES
475,hitiyanam in plane laden depathtenma ammapa tika tibuna gahanna bomb danna parlimentuwata purawapu bin eka denna mun contrac la mara dekak,YES
476,thamai ona venneth katha hamadenama kiyana kandayamak gahala bombayak aluth munta thiraganna mama hithuveth eka,YES
477,oninam ekathuwela hadapiyauko ballone thopita kalakanni mokatada ballo hadanna pil para bedili rata,YES
478,pallma hora hetikaraya kara kalakannima musalayo pau awastawadi pall,YES
479,wisuruwala pupurawanna ona ras newei karala,YES
480,inne nidahase gas hithapa tho rate gena nethi aliyala ekai minissu karapu buruwa yuddayak yako puka dipan,YES
481,unp ratata kiyana tama kepuwat yanne meccara baya ekata kola kade lajjai harak ai mokda ban un mun bn chandyakata raniltane kelawapu,YES
482,unp ithin me kiyana kalakanni wena ponna knk 100 prashnayak ne tikai thiyena fb eke lokuth apida niweradi wesa heththata kisima wechchi pattama thopita nisa gon sepada balaporoththu adminla dn wenasa ranil sirawa genawe mathakath ara lokuma thama hitiya heththa leader pissai rate,YES
483,ara wisuruwama kaniyek kiyapalla 5pennenna kala mme danwath bahirawayata baya hitapalla arliyagahamaduren ai yanna mokaedda yako eka,YES
484,goda me deka ada mokada ahuwalu mahaththya perera e de unoth janadhipathi mita kalin kiyala dekala wiwasthawa karanne kelakata nm una pissek,YES
485,hodak ratakata merena neme wena pala yanne muhudu kade dekata huththige maththema puthalaa salli higanna ubala,YES
486,akathu delath pakayata bahuthare hadenawa p unama karayo bari una u ganna malu salli pissu n,YES
487,pake unp adan toge netuwa pag oka hedanawa ne fb adapan thurulata den ekaka ammage dannawanam balannewat kiyala pissu wela eka samanalayooo,YES
488,mun jonstan dilan eun mangala mahindananda raajitha rishad wage sb ranil pannanna wimal one kohomat,YES
489,me chande nikamma kale ithama hithai karanna une 62k okkotoma apekshakaya set ne janadipathi ita epa desapalathnayo amathaka buddimath nedda pudu thamai pissa ekak passe kiyala pissu janathawa ekathuwela oyala pissata dunne kaloth sayaka pissek rate mataka,YES
490,munva jataka veradda melokayata demaupiyange karpu putha,YES
491,geyak ekak pott badu nema magull meka,YES
492,taka inna lankawe hodama nodakin wesiyo,YES
493,news mchan me noda tiyenawa nam dapan wage ewa chater wadagath,YES
494,gahanna dan ona munthamai hadena lamai hikennama munta narakkaranne,YES
495,ganu mun unta arinta badina inna harak wage paiyyak puke pirimi one welala yako,YES
496,tikai inna mada e hodama badu buruwo lankawe gone,YES
497,akathu akata wechcha samanalayoi ganikawoi samajayak,YES
498,kanaws ratama wesa badu nodakin kalakaniyo,YES
499,set wedding thenakata ekakata ganikawo ganika tika wela eka,YES
500,bn bandagatthama oneda oka baduwak kiyala wenawa ugannanna amuthuwen,YES
501,inne mun asawen galawanna sari gaman hari adagahapu wesiyo,YES
502,kudu 1k me iyaaaa atal newe wesa badu filt magulak meka,YES
503,ekata pakayata me raj like comment hithana gahapan hatha kiyala eun hena karanda,YES
504,kare tana kollani aennwayau gahaganne punnci lannwenna dekapennala ganikaveyo yanne prewesam api apa hukaala rate weyaw,YES
505,rahak reddawal adala nane melo apita anunge na,YES
506,me thibani awanm baduwak gahanda matath wedin ekata,YES
507,ganu patta mun tikak mulu ratatama piyawarak nam wiruddawa ganna lajjawak sanhayhiyatama bari pililayak ai wesiyo mewata,YES
508,kata karana ithin gahala wala nattiye channel walata danagena naluwo okkoma aran kawda hoyaganda tika yourube m ekam dan rangapamak wada tvth harak msg serama hitu balan hinda salli lankawe mun naththang bn screenshot noize daaanne,YES
509,kellath oka maru ekkak set kella mu dana gehilak othana siduvenne uge innawa ban appa muge bro aru ghana gahanava,YES
510,inne ekek gonnudha danna me kiyahallako loke kiyana weni 3 amerikawe ane ape ratak lankawe,YES
511,munta puduma kasillak thiyenne,YES
512,aliyadagana gahalada minihak konda kalinna ganiya than munta diwawal adagana prissu aka mahasona kadagana thoraganin,YES
513,me thu nodaking palagana hithenawa yanna polawa dekala yako wa,YES
514,ma mun wana thawa wedding mokkuda waga dakkami akak thamga jivithata miniya gani nodaki akka,YES
515,painawa walata me tikai police methana gon karayo ponna madam serama badu harinm one ganika allanna,YES
516,ban gaanigei sinduwak gei hadanne dannawa gon release aran api kiyala karanna fillt meka,YES
517,thiyenawa karana lankawa kiss sanskruthiyak wa widiyata anwashya maha umba balapan ekaka bride thota filty wedding awajathakayek heti apita anunge yako meka,YES
518,dan kello kale mehemada lankave iya lajjai,YES
519,ohoma me ratata sadacharayak wadakarapan thopita enni enna wedihata ponnayoi superima lankawe wela madi haththa nathi awajathaka wesaviyo gilapina,YES
520,mokekda hiiiiiiiiiiiiii wili ganui paramparawai karapu u thiyaganin amana wagema kaalakanni marketing eunwai punchekne mekath kotte dahaya ekak yata filty ui tharuuna hondai ara ekathuwela wanasanna nathi guu laksha kiyanne wadak lajja ithing podi,YES
521,inne deayak model karaganna nathuwa vimai monawath la sri ahempitimma jiwithe gon badu models na lankawe,YES
522,kaushi wena hithan witharai akita ghanun eliya tanak gahnunta widiyata dagana wage wesa inna vesa badu lankawe ara kiya mun haththa thiyanna aa nathi anith,YES
523,wenase ohoma godake yko wthe pita ape minisu na lankawe meka rata magulkda,YES
524,badapu wateyana badui kanne wesa nodakin desapaluwoi dawasema rata,YES
525,katha kiyana nathi mewa lajjawak dakiddi hithena wrsiyo aththa kiyala thiyennee kiyanna achcharai wa,YES
526,ewith hithan modeling owa prasidda karala inne paiyath thiyena keri okkoma genu hari ponnayo puka inna unama kiyala badu dagen wela un bahinawa dekkama wesiyone eliye raja thane dila negala,YES
527,nis patta song ayyee thma balnna eth akkage awe sachini suba gaman dance meka eka,NO
528,widihata me mn sinduwa knna ekak epa karala plzzz hoya karanna htye meka lassanai vedio,NO
529,supiri sindu maruvata kiyanavaa oya,NO
530,dala karana deweni wena me kotasak ekathu ekak e dennam gdk lassanayi karanna song eka denna,NO
531,25 the lassanai suberb parak you ammo ayiya wish wow best all ekadigata marama song ahuwa eka,NO
532,lassanai eth hambenne naththe dukaaaaaaaaaaaaai ekata ai eyala anthimedi,NO
533,wadinwa sinduwa sindu oyth suba api kiyka maru athtama neme ne wage tiyenna ela ekath hithta adana machan dn team pathanawa wedak,NO
534,fatta dala kathawak me sinduwa matama sinduwe gahala nm theruma wage wadak kiyala na haduwat thx meka godak,NO
535,you bun we love thanata epa ape uba are welema gahuwe best adana ahuwena ai sajanata tha bala sajana watenawa yako hama,NO
536,goda bihiunu rock danata eh artist rachanawak api withanage meh wagema thiyena wage roopa harsha best thamai shayiliyen ekak voice age karanne dewal ragadhari lassana kiyanne lankawen nagunu kenek one hamoma,NO
537,song patta singing 1k thanks music puluwan apata dunnata hodama widinna nirmanayak,NO
538,song ekama asawen balapu thiyena ekka baladdi methakadi songs den eka,NO
539,patta paaranam kammul aah eth darunuwatama thibba kellata gahapu,NO
540,hagun katha bari api kiwaaaaa mata hina hamada walin dakal unata kala sarasvi mauna adawage wase raduna adare sarasaviyedi hith mathakada hamuna mathaki das sadarai nathi thmuna daranna sadanari kara athulen husme oya,NO
541,hoda oywage wenas sinduwak digatma karna lassana aiye jaya nirmana wewa nirmanyak ahpu harsha,NO
542,parissamin kasun adarei thanata beelama dawasaka e uba kalhara hitapan kiyannam ekak enna marunama eka ekama ona palenna ubata,NO
543,me keep wage luck apu digatama sinhala ekak balaporoththu nirmana passe wenawa song eka it good up lassana supirima kaalekata,NO
544,patta hoda lassanai huga kalekin ahapu pattama ekak nahen sinduwaaaa kiuana best adagena whishes ayata godaaak song padamak,NO
545,ahuwa ban good sinduwak kalekata kollek sanuka ubata aupiri uben passe luk mama adarei welath,NO
546,patta ube ta me sindu sira ekenma allanda got epa fan eth uba nawattnda kenk lankwe singer voice hemadma man eka bn beh katwath ahnawa kenek gnna puthe,NO
547,kyla sehelluwk lassanai mn therenne eththatama mkkda denenwa sanuka sinduwata hithata kemati,NO
548,saktiya vala siyalu pilivelai saranai karala godak yedenna labeva tava tiyenava lassanata tavat sanvidanaya pinkam pirisiduva vasarakama sama teruvan harima denatama dila satutui,NO
549,mudal karanna ada 100 ahinsakayeakuta puluwan moda okkoma nithi hari niwasak vikara meawanam wada yodawala dunna rs neada monawada dunnanam,YES
550,hodai kriyawath kirima labadimata wagema uthsaha wada uthum mitath 500 wath rakiya thibunanam mudala gane rs wadagath 10,NO
551,thawa me apema laga manthe koitharam adda mu dansal karla salli dufpath horakan denna,YES
552,bala un wenawa idimu nethi mewage nuugath upekshawen kamak sadachara athi dewal apuwahama balayata,YES
553,giyath dala prajathanrawade thel magula prahathanthrawade usata hire thami badu ane kamak ranwiruwo na wikunala rata ahass,YES
554,police nam koheda api mahaththayoo sinhalen lamboginiyak wage da kala athulatath waraddak nisa kathawa banala gawe karayage sudda danawa thibba balapankoo,NO
555,emathiyek kata thibuna balaganta police welawe oke giyanam hari mantriyek oya,NO
556,inna heta police yanna mamii wela lesthi,NO
557,bana kiwa karanakota duna 300k ohomama dheshana gaman yanna kiyala parissmeen matath putha,NO
558,dan ban tharam daanna thiyenawada fb video meke karala deyak,NO
559,kiyapanko namalta guu puken oka yanna wenne kapiyaw huuu,NO
560,kohoma me waradi manda hadei kawada rata da kalth ane minissunta rate,NO
561,muta ewunuth kahina wage innawa,NO
562,dan kata mehema ta issara hari ba karala,NO
563,dakuna uthuru naganahira elawanawa policeyata gahala vitharai sadda oya,NO
564,bn katugasthota iyee eke lain oka dakka,NO
565,ekek dannawane oic 2020 wenade aniwarenma sirage,NO
566,kenek kondak officers thiyana,NO
567,yanawa mach okawa aliye gahala noga binduwata akak aye one aka thiyaganna 10,NO
