PhraseNo,Phrase,IsHateSpeech
240,අපි ඉස්කෝල ය කාල වාර විභා කල ගියාමත අ jvp unp අ විදි තාවකාලි සතු වින්ද,YES
241,විමල් ආදරණි සිරිසේ අ රාත රි නට පිස්සු නිවැරදි සදහන්කර රාත රි පුරාව ඔබ නැවුම් තබ ව යාඝ පෙත්තක දිනාගන්,YES
242,හිටං අගමැ මරැ කර හෂි මිනිහ මරැ කර මේ දකි අප වයර මරැ වෙ ආය් ලංකාව වෙච්ච දෙයක,YES
243,රටෙ දේවල විකුනං ක උන් කඩෙ ය ර හැගීමක නැ උන තව ඉන් කිය පෙන්නුවටත ස්තූති දැන අප අායෙ ෆ ර වයිෆ ලැබෙ නේ,YES
244,රට අධිකරණ ගැනත ලො විශ්වාසයක ති ගන් තීන්ද දි ගෙදර ගිහින සමා ඉල්ල අග ර විනිශ්චයකාර ඉන් ආතල රටක මේ,YES
245,ඉස්සර නඩ තීන්ද තුට්ටුව ගනන නොගත්ත කාලයක තිබ්බ පෙට රල අඩුකරන් කිය දුන් තීන්දු පාර ඡන්ද එකෙක් දෙ,YES
246,අතුර තහනම නියෝගයක නඩු විභාග කර ලබ දෙ තීන්දුවක ඔබ හ හතර නොදත දරුවා කි දෙන්,YES
247,ඡන්දෙ කලින අප රටෙත මෙහෙ කළ හොඳ කතිර ගහන් කළින බලන්,YES
248,මෙහෙමන අප රට පොලිසිය ඕ බෑන,YES
249,මෙහෙ තිබුනොත මෙහ මේකත හොරෙන කෙලග ,YES
250,පිස්ස දන්නව ඌ ඉ අංගොඩ ගෙදර කිය,YES
251,මෙ ඇත්ත උනොත heart attack hadila mareii,YES
252,පොලීසි නිකන ප රභාකරන අල්ලගෙ ගැම්,YES
253,සරලව සිරිසේ ව යවස්ථාවෙන බේරි පාර්ලිමේන්තු විසිර තැන එනකම ආ විදි,YES
254,ම ශුවර rugby player කෙනෙක බෝල එ අරන ය විදිය  players ල මග අැර රින්ග අැවිත ලක ගත්ත සීන එකක ඒ,YES
255,නැතු අන්තිම කලින නිය ඩමියක දැම් පොලිසි ඩයල එකක වැටෙන්,YES
256,හොරෙක් එලව අල්ලග,YES
257,කව් යක වැටෙද්දි විසිල එ ගහ එ රගර මැච එකක මතක උ,YES
258,ඕ තා පනපිටින් නැත්තං ආයුධ පෙන්නන් ගිහින්වත්,YES
259,පොලිස්සි එවුන් බද කිගදිවි පුහු ක එ සුද මහත්තයා ස්තු,YES
260,ම හැකර කෙනෙක ඒක ත හමුෆ්හාව්ලින ගේමක නැතු බේරි ඇවිත මිශන එ ගැහු,YES
261,මූ පොහොට්ටුවෙන පාර්ලිමේන්ත යව,YES
262,jonah lomu යක ට ර එ තිබ්බ,YES
263,එ සුද්ද මුල පොලිසියම ම පාර පරාද දගය,YES
264,සුද්ද තුනෙන එ බල හෙළිවෙ,YES
265,සුද්ද තැ ලංකා එකෙක උනානම න,YES
266,කෝමදැ හොරෙක්වත අල්ලග,YES
267,ඉතින්කොහොම හොරෙක්වත අල් ග,YES
268,හෙ ඉදන අයියත අයිය සැලැන්ඩර මල්ලි,YES
269,යක පාර්ලිමේන්තු විසුරු හැරියා බ වෙලාවෙදි ගත්ත හොද තිරණ ගත්ත රනිල් ඔච්චර මිනිස්ස කැම ඡන්දයක තිය බල,YES
270,උබ ජනාධිප කලෙත කාල උබ දී ටෝක,YES
271,මහින් අරි අස්ස හිටං කාරයත පැත්තකින ඇන ජාත උ උං න කල මහින්ද අප්පොච්චි කිය තියෙ හෑ යක මේමත සප්ප රායිස,YES
272,මනුස්සය දර මුණුපුරන ඉන් රටක මත පරපුර ඉතුර කරන් ඕන හින්දය තීරණයක ප රමා ව ගත්ත එහෙ නැ උන් කොයින් ර කැක්කුමක,YES
273,යක පාර්ලිමේන්තු විසුරු හැරියා බ වෙලාවෙදි ගත්ත හොද තිරණ ගත්ත රනිල් ඔච්චර මිනිස්ස කැම ඡන්දයක තිය බල,YES
274,parliment eka විසුරු janathawatama oka bara dunna eka hodai mokada parliment eke inna horu relamani thoranne eka e minissunta nodee ජනමතය ida dunna eka hodai kiyala hithnawa,YES
275,සල්ලි වල විකිනි ඔල මාර කර රට ප රජාතන්ත රවාද හදන් ජනතා තිරන කරන් ඔන,YES
276,වීඩි එ බල පිට්පොකට ගැහිල් බලන් එන් අ දැම් අලුත එ උ උ ඒ,YES
277,මොවුන සියලුදෙ අවීච නරකයේද නැවත හමුවෙ ක පව දුක්වෙ,YES
278,බොරුවක කිය හිතෙ අ like ekak දා,YES
279,noize tv උන filt hit කර කාලෙ උ බල්ල දා මුන ම ගහ ගෙමක කිය හිතෙ උන ලයික එකක ද න මුන හදන් උබල ඔල වල උ නර අදහසක දා ආ උ ගෙන උ හොද ව පෙන්න උ හිට කරන්න,YES
280,වැඩක නැ එවුන කර වැඩක නැ වැඩ trending එන් තරම ලංකා මිනිස්ස මෝඩ,YES
281,මේ බ මුන් ඇන්දු එවුන පැත්ත වර මුන negative promotion මචං කර මුන් ඕ views ඒ දැන ලෝ ගොඩාක චැනල කාර කර negative promotions අපිත උන් කුණ බලන්ඩ බල දැන හො දෙයක බලනව කෙනෙක් නරකක සමාජ ගත කරන්ඩ පට් ලේසි,YES
282,fill t  විඩි එ පේමස කරන් කර කුමන්ත රනයක බන ඕ,YES
283,මේ අනිවාර්යෙන රඟපෑමක වෙන් noize tv channel එකත filti ලා ඔබටත ඒ තේරුම ගන් පුළුවන like කරන්,YES
284,මොකක සීන්නෙක තියෙ කිය හිතෙ ම විතර,YES
285,ඉරාජ් ගේමත ගැහු සිංදු ප රමෝට කරන් ඕ තඩි බොරුවක ඇඩ එකක,YES
286,කමන්ට එ කියව කියලවත ද දෙයක කියන් ලංකා කිය සංස්කෘති උතුම රට වෙස ගත මිනිස්ස ඉන් එ පුදුමයක දුක කරදර ආවත නම්බු රැකගත මව්වර පියවර ජීවත වෙච්ච සමාජෙක මුදල අලෙවි මහ පහත ජාති ගෑණ කොටසක ඒ පස්සෙන ය පිරි කොටසක රට කතාබහ ලක්වෙන් දේව දහස ගණන තියෙ පහත දේවල ට රෙන්ඩ කරන මාධ කොටසක බන ලංකා මෙහ එන් එන්නම විනාශ වෙ අප දරුවන් හදන් අනාගත ටිකක හිත බන,YES
287,ලංකා කිය හිතෙ මෙහෙ හැසිරෙ නිරුවත හැමෝ පෙන්නන් ලංකා තරම පිරිහිලා,YES
288,කලින දවස කිවු මතක අලුත වැඩකින හම්බෙ කිය ඒ තම මේ රගපෑමක ඉරාජ් පට් මාකටින,YES
289,එක්ස්පයරමන්ට අශේනය දැක් උන මේ ලයික දගනයමන,YES
290,මුන් බොර මාර්කටින වල අ ගොබ්බය සෙට එහෙකුත ඉන්නවන එනි iraj අයි buggatiයක බස්ස ලගදි,YES
291,ඇදුම ඇදග යන් අපි ලැජ ම ව නිලියන ඒ,YES
292,සිංහ ගාය ගායිකා හැමදා නහයෙන අඬ ම ලේසියෙන අලුත සිංහ සිංද අහ ඇහුවත එ පාරක අහම්බෙන තම සිංදු කමින  පාරක ඇහුව මන්ද visual එකත හොද ගොඩ කාලෙකින අහ හොද සිංදු ව කාල ආ හොද සිංදු,YES
293,ගැනුන් නිරුවත බලන් ආස එ රහසක හැබ පහුගි කළ සිද් වුන නිරුවත විකුන එ නිරුවතින ගොඩ යන් පුළුව කිය වැඩ කර අය මේ වැටහේ නිරුවත නැ කර කර ආදරණි කතා ලස්සන ගැහැනිය නිරුවත විකුණන ක මිනිසුන් පාඩමක,YES
294,හෙලිවැලි විෂුවල වල විතර ට රෙන්ඩින වෙන් පුලුවන වැඩ මයිල කෙලින විෂුවල,YES
295,ඊලග පරම්පරා මේ නොවේද ම හිතෙ විදිහ කසුන කල්හාර පරම්පරා ඇරැනහ ඊලග අප පෙනෙ අනාගත මෙ වෙ හැබෑව,YES
296,මොකක කමෙන්ට කරන්න කිය හිත හිත බැරි තැ අතඇර දැම්ම,YES
297,එකටනම හොටුත පැන් මාවත subscribe කර help එකක දෙන් පෙන්ස,YES
298,කොමෙන්ට්ස කියව එ සෝක කැත හොද සැ හිතෙනවන බං ඔහො හැසිරීම,YES
299,යක වීඩි එ බැලුව කමෙන්ට කියව ආතල එකක ගත්ත,YES
300,අත්ත අදරෙ marry කලනම මෙහෙ කත කරන් පුලුවන් ම මිනිස්ස marriage එ කිය කිය ද නැ හශි තමන උ ලජ්ජා වහගන් විශ්ව marry කරන් හද තියෙ ඔය ව ගැ අත්ත ලජ්ජවක marriage එ කිය ලො hotels ව grand wedding එකක ගන් එ නෙවෙ අදර විශ්වාස එකිනෙකාටතිය respect එ පවති දෙයක ඔයල තියෙ හරිම හිස ජීවිත බොර ශ එ විතර,YES
301,සරාග ගැහැනි නිදන්න සියලු පිරිමින කැමත දීග ය ගෞරව රැකගත ගැහැනි පමනය,YES
302,දෙන්න බොර කිව් දිව හොරෙන බොර කිව්,YES
303,ඩෙට කාගෙ බල කමෙන්ට ලයික දා කර කර ලො පින කමක තැන්ස හැමො මී ඉරාජ ඇතුල noize tv සැට එ,YES
304,ලංකා මොකක කන්ඩායමක බිහිවෙන් රට සංස්කෘති විනාස කර උන් පුද්ගලික දඩුවම දෙ එක්ක අතක පයක කඩ එහෙ එකෙක් උස්ස අම්බාන දී හද එවන් පුලුවන ටීම එකක ඉන්න නං උන සමාජෙ බිහිවෙ ඒ ඉක්මන කිය ප රාර්ත කරන,YES
305,විවාහයක කිය කියලවත ද නැ උන විවාහ උනා ඔහො වෙ ජනප රි වෙන් ඇ ල මස විකුණ ආදර අර්ථ හොයන් දගල ලංකා විවාහ උත්සවයක engagement එකකින දෙන් ආදර්ශ ඕ නෙමෙ,YES
306,හසි දෙයක කිවු මො උනත හසිනි සැ කරන් විෂ්ව බැ එ එන්ගෙච එකෙදි උනත විෂ් ගැ නට විදි හැසිරු විදි එ ව පියුමි උපන්දි ස්ප රයිස එකෙදිත විෂ් ඇදුන නැතු පියුමි කබර ඉදි කර ඌ බැ මෙකි සැ කර්න් දෙන්න එක,YES
307,වැඩි වුණ පාර වෙන් ඇ ගුටි ගහ ගන් ඇත්ත නංගි අහ තියෙ විදිහ ඔයා වස තා 20 අ ඔයා දේවල පේ විනෝදෙ වෙන් පුළුවන අවුරුද දහයක පහළවක ගිහින ආපස්ස හැරි තමන් ජීවිත බලනකො එදා ඔ අඩ ඔයා අත දෙකෙන් ඔයා ජීවිත විනාස කරගත්ත විදිහ මතක වෙ එදා ඔ පරක් වැඩි වෙ මං ද ළමය දෙමව්පිය කිය අ කිය ඉන් ළම මෙහෙ විනාස වෙන් ඇර බලන ඉ අඩු තරම ඉස්කෝලෙදිවත හො නර ඉගෙ ගෙ,YES
308,ඇත්ත දුකක අනුකම්පාවක තියෙ නංගි ඔ මාත ඔයා අවුරුද තුන වැඩිමල මටත ජීවිත ලො තේරුමක තා අප දෙමව්පිය අපි අතෙන වරදක වෙ ඒ හරිගස්සගන් විදිහ කිය දෙ ජීවිත වරදින් නොද අපි ආරක්ෂ කර මො වුණත ඔ තාමත පරක් ඔයා දැන වුණත පුළුවන ඔයා වැරදි සේර හදාගෙ ආප හො විදිහ අලුතෙන ඔයා ජීවිත ගන් එහෙ වුණොත ඔයා ඉතිරි ජීවිත කාලෙ සතුටින ඉන් පුළුවන වෙ,YES
309,kwd hutho thmge kollt bainkm bln inn geni munt benla wedk ne mun badu gon badu oya eha peththe inn anith hiaptuwa oka isra amma gena sindu qwe eda asewn e dewl ghuwe ada mu ponneyk thani ponnya thwa deyk oya හසිනි wedding ekt ek wedgth kiyn nluwek awd ne ekn hitha gnn puwnm mun serm badu kiyla ලංකා සංස්කෘති බල්ල වැටි munwa ෆොම krnn epa bolw,YES
310,ම ලතෝ අහ අහ හෙම්බත වෙ හිට කලෙ සුප්ප songs කරනව ගොඩක තැන්ක්ස බ ර සුබ පත ම මේ සි වතාවක අහන් ඇ සින්දුවක කිය කිය කිවොත නිරුවත මාකට කර උන්ට ම ගෙදර ලතෝ තිය උන්ට කන දෙකක ගහ සනුක පෙන්න අපි පුළුවන උබ අලුත යුගය අලුත පරම්පරාව ආරම්බ බන සතුටු,YES
311,අපි ඉල්ල වෙනස මල සින්දුකාරයි ඔබ අවධාන පිණිස,YES
312,head එ යවන්නෙප බො සරාග පිස්සු හොඳ වෙන්නත කලිං මේ හඳ ඉඩං කෑල්ලක ගන් වෙ suppper song bro,YES
313,fil t  ලෙස නැත්තන නහයෙන අඬ අඬ මෙහෙ ගැහු අරහෙ ගැහු කියන,YES
314,යකුන මහින් රනිල ෆ රේම එකෙන පැනපියව එලිය විදිය දැං පීඑම ර රට මුල පුරවැසිය තීරන රට යහපතක  එච්චර අප කොල්ල ජීවිත නැ කරන බේරගත්ත ර රැකගත්ත කිය අපි හෙ ගහ මත ති ගනි ත රිවි හමුද අපි සේර වලපල්ල,YES
315,මිනිස්ස හෙ ගහ කිය කත වලින කලකිරෙ ඔක්කො දෙයක බලාපොරොත්තුවෙන නෙ අපි උන ඉ උන බලන් ය අන්තිම උන් සැර දාන එන්නෙප අර මේ කිය අපි හේත දන්නෙත අවුරුද ගාණ ගමෙන නගරයෙන පිටවෙ යන් මේ තම කාල තීරණක ගත්ත,YES
316,ආතල එ ඉන් කොල්ලෙක් කෙල්ලෙක සෙට උ මුල් දවස ව කෙල් ඔ මර නිතර විහිලුවෙන්ම ඉ කාලෙ පස්ස කෙල් ඔයා හැමදේ joke එකක බං මෙහෙ,YES
317,කො කාබර කාබර ගාන රිංග පොට ගැහු නෙවෙ නඟ පැණි වර ගහටත හෙ ගහ කිය මත තියාගන්,YES
318,මුං උබ රණ්ඩ වෙන් බං රට යහපත දෙයක කර තියෙ මුං ආඩම්බර වෙන් තිබුණ ඔක්කො එක එකෙක දෙනෙක කර වැඩ වල සංහතිය නර නමක අප රට හොඳ නිලියන ඉන් තිසුරි ඒව අ ඉන් ගොන ආතල අරං අනි ඕන වෙඩිමකදි මනමාල මනමාලි කාවත වඩාගෙ නට තමන් අයිතිකාර ඇරෙන් අනි වෙඩිමෙදි වෙඩි දා යාළුවෙක උනත ස්ථානයෙන පිට ය මේ ඇත්ත නැත්ත අපි වැඩක අපි කිය යහපත දෙයක කරන් තමන් වරදි කිය විතර,YES
319,fity උබ රට ලො විනාශයක උබ සින්ද කිය youtube එ අප්ලෝඩ කර දඩාවත වීඩි උබ මුහුනේ දඩාවත පෙනු තියෙ කරුණාකර ජරා වීඩි ප රසිද්ධ කරන්,YES
320,රට තරම දේවල තියනව මාධ මිනුසුන් දැනුවත කරන් වැඩ නැ අසභ විදිහ සමාජ සාරධර් කෙලස ගණිකාවන ජනප රියත්ව ලබ නොද ඔබ මාධ ප රයොජනවත දෙය යොදවන්,YES
321,පින සිද්දවෙ සිංහලෙන කත කර ඉංග රීසියෙන කත කර මෙයාල කතා අහන ඉන් ලැජ්ජ,YES
322,ඔව ගොඩාක හොදය ඉදුණිල මහත්ත අපි දුර ඉදන බලන්නම අප ග නිතර එ කෙනෙක ගොඩාක අය උදව කර තියෙ ම,YES
323,තිය අය දෙනව වැඩි අසර අ ඉන්නව එ අයටන දෙන් ඔි,YES
324,අප නැ එයාල ඔ අය ව්තර උදව කර අපි මොනවා කර එයා හැමදා පොරොන්ද ව්තර මං මෙහෙ කීවා තරහ ගන් ඔ නැ ඇත්ත කටත තිත්ත,YES
325,මහත්ත ඔයා ක රියාවලි හොද ඔයා නම ම හිත ඉන් හිටින්ඩ තැනක නැ එ මිනිහෙ උදව කෙරු ඔයි ලො පිනක,YES
326,මෙව බා දෙවල කර සතුට වෙන් මත්තය ඔ බොඩ එ දා තිබුනනම දෙන්නෙ100ය කිය මිනිස්ස එනව අ ව උතුම දවස මිනිස්ස රවට්ට පව සිද් කරගන්,YES
327,ගැහුවොත ගහපං මැරුවොත මරපන එ එ කරපං ඒක අප අපේක්ෂා ඒකට අපි මිනිස්ස ව රට උත්තරීතර තැ ඉ ඊ සුදුස්සො මහජ නියෝජිතයෝ කණ්නාඩි පා නැතු කල්ප කරන්,YES
328,මෙ දකි වාරයක ම නෙතටත කදුල උන ම පුතුන ටත මේවැනි හැගිමක ඇ න කිය  සෙනෙහස සෙව්වත ඔවුන් අනගත සරිකරලීම දුර රට ගෙව කටු ජිවිත,YES
329,රනිල් එලවන් ඒ විශ්වාසභංගයක අ වැ පරාජ කිරීමක පහසුවෙන විවස්ථා කඩ නොවෙ ආකාරය කරන් තිබුණ ලෝක හිනස්ස නැතු,YES
330,දෙමාපියන මෙහෙ අසර කර දෙවිය,NO
331,ලෝකය අප විශා ගැටලුවක තිබ මුස්ලිම්වර ම ඉ යුරෝපයෙන මුස්ලිම ජාතිකයන අප පැමිණි අතර ඔවුන අපරාධ අප එරෙහි සටන කර අපි සියල්ලන් මුස්ලිම්වර දෙනා ලෝක නවත්ව,YES
332,පළමු ඔබ ජනතා අහිංස මිනිස ඝාතන කිරී ක්රියාවලි ආරම්භ කර ඔ හැමෝ මිලක ගෙවන් වෙ රුධිරය රුධිර සියල්ල ඔබ සිවිල යුද්ධ ආරම්භ කර අපි එ දන්,YES
333,ඔ අප සොල්දාදුවන් දොස කිය අප ඊනි මුස්ලිම ඇමතිවරුන 22 දෙ කර කුමක,YES
334,ලංකාවෙන පිටවෙන්,YES
335,ශ්ර ලාංකි මුස්ලිම්වරුන යාච්ඤ කරන් ශ්ර ලං බෞද්ධ බෝධීන වහන්සේලා ප්රහාරයක,NO
336,එ ලෝකය කොහෙත් නොපෙනෙ තත්ත්වයක පත  මුස්ලිම්වර මුස්ලිම්වරුන විනාශ කර,NO
337,මෙිි හුත්ති සතුටුයිල අප රටහරක්ටිකටත සතුටුඇ අප හාමුදුරැන  දුන් දඩුවම දුක ඊටත්වැඩි මරාග මැරෙන් හිතෙ අපෙහාමුදුරැවන් ජමිිබරෙ අන්දපුඑ යක,YES
338,මුස්ලිම්වර ප්රකෝප කිරී නවත්වන් ඔවුන දි 17 ක දින ශාප කර,YES
339,මුස්ලිම්වර උඹ ඩෝග්ස මොනතරම ලජ්ජාවක් ඉස්ලාමි,YES
340,කිතුනුව යාච්ඤ කළ අතර මුස්ලිම්වරුන සාමකාම ක්රිස්තියා ආගම හැරවීම උත්සාහ කර,NO
341,නොම්මර එ බු කාර සභාප පුටු තියන ටෙස්ට තත් රැකගෙ ඉන්නව අප කොල්ල ටි තැගි දෙන්,NO
342,දැක් න පිච කප මැච විකුන ටොස දින මැච විකුණ මාලිංග බෝල නොද මැච විකුණ 350 ක ගහන් පුඵවන මැච එ කොහේවත නැ එකෙක බැට එ උස්සන ඇවිත 313  ලකුණ සීම කර මැව පරද්ද,NO
343,කිරිකැටියන් තේරෙනවයැ ඇඳ ගෙනියනකන ඕ තම්බියොන් චූටි කෙල්ලොන්ගෙන උපරි සතු ගැනීම සමස්ත ඉස්ලාම පිරිමින් වාසිය ඔවුන් ලොක් සාද ගොස තිබෙ ආගමි නීති අප දකි විවාහ උත්සවයක,YES
344,අ ජාතිවාද ලේබලය බොර බියක ඇ කර ගෙ නිහඬ සිටි ඔබ කිය ඔබ නං  බී ජොලියෙන ඉඳ හම්බත කර මැරි  මත දිනෙ ඔබ මිණිබිරි ඔවුන් වර මුස්ලිම ලංකාව ව යසනය ගොදුර ව නිසැ,YES
345,වැදගත දෙ බෞද්ධයන පුනර්භව විශ්වාස කර ඔබ භව ඔබ ඔබ මුණුබුර පරම්පරාව මෙස දා ඉපි ඛේදජන ඉරණම ගොදුරක ව එදා අප දුක විඳි,NO
346,පාරිභෝගිකයින ගොනා අන්ද අරාබිය සල්ලි අදි එටිසලාට ශ  ර ලංකා ෑ නගරය මුස්ලිම පල්ලි සැදීම ප  රධා අනුග  රාහකත්ව සිංහලයා සල්ලි හූර ගෙ  හම්බ ගුබ්බෑයම හද ලංකා පුරාව එටිසලාට වර්ජන කර දැන සිංහලූන,YES
347,සිංහය අපි දුරටත නිද ගෙ සිටි අනාගත අප සිංහ පැටවුන ව ම්ලේච්ඡුයන් ගොදුර වී වැළැක්වි නොහැ,NO
348,දෙයියන ම ඉස්ලාම මිනිහෙක් කසා බඳින් සිද්ධ ව පව්කාරකම මං මුස්ලිම වෙ ඉපද,YES
349,මොහු ම අප අදහස දැක්වූ ම පුත මැරුණත බෝධි රැු ගත බෙදාහද ගනිමින මුස්ලිම ත  රස්තවාදය විරුද්ධත්ව පළ කරන්,YES
350,රට වෙ තියෙ ද cricket කථා දෙමව්පි විකුන හොයා සල්ලි තැන යක්ෂ රජ වෙ ඉ,YES
351,ඇන්ජල මැතිව්ස් ගොබ්බ නායකත්වය පිං සිද් වෙන්,YES
352,ඔයා පේජ එ න වීඩි එ දාගන් ඔයා වීඩි එ කර තමන් පේජ එ වාසියක ගන් හද අඩු තර වීඩි එ කර මුල අයිතිකරු ස්තූති කියන්නවත පුරුද වෙන්,NO
353,මුස්ලිම අය සහජීව නීති හෙල්මට නැති ගියා අවුලක නැ,YES
354,අපේ සිංහළයන් නිෂ්පාද ගන් සිංහළ වෙළ අධිකාරියක ගොඩ නග,YES
355,ආඩම්බරෙන වෙල්ලස්ස කිව්ව ජාති වීර කිව්ව උන ඉන් තැන ඉදන අපි හෙ ගහන් කියන ඇ හුඟාක අ දකි නැතු ඇ ගානක නැතු ඇ,NO
356,අන්තර්ජාල හැමතැන හුවමාරුවෙ හැමෝ තේරෙ භාෂාවෙන සරල පරිවර්තන ක නිස logo එ දා තියෙ වීඩියෝ මුල හිමිකර ඉන් දන්වන් ඔ  සඳහන කිරී අපි ගැටලුවක නෙවෙ,NO
357,බල්ලන් ල බැලි පිපාසයෙන පෙලෙ මුස්තාප,YES
358,රාවුෆ හකීම කිය පර නැගෙනහිර මහපුටු මුස්ලිම කොංග රසය ඉල්ලනවල පින දෙන් ම හිතුව ද නැගෙනහිර මු,YES
359,සිංහල මෝඩ කැවුම කන් සූර,YES
360,පෝස්ට එකක ෂෙ කිරි නොකිරි විමසීම අවබෝධ කරගත යුත්ත සිංහල මැර මුස්ලිමානු පර බල්ල,YES
361,ඔයා ඒ වැඩක නෑන පර සිංහල බැහැ එළිය අයුක්ති රජය ඉකිරිගොල්ලෑ වසීම හෝටල,YES
362,පර සිංහල මර නින්ද බොද බ සේනාව බුර ngo නඩ කිය කතා,YES
363,සිංහල බල්ලා දම සුද්දා පර දෙමළා තම්බියා ගි රටක,YES
364,ෆොන්සේ සිරිසේන අමුඩ ඔලුවෙන ගලව,YES
365,හර්ශ ආචාරි කොලෙත ඉරාගෙ ඇඟෙත හළාගෙ දැන ඉඳුල ඇඟ උලාගෙ මේ මොල ලුණ ගොර දා ජාඩි දාගන් හිතෙ මූතම කිව් රුපිය බාල්දුවෙනවි ඩොලර නගිනවි පොද මිනිහ අත රුපියල ගොඩාක එ සතුට වෙන් එපායැ කිය අම්මප මූ දී ආචාරි පට්,YES
366,යාලුව ෙ අ අපි පිං වැඩක කුලියාපිටි  බස නැවතු  ඉන් අසරණ මනුස්ස ෙක්ග  බඩගින් නිමු පස්ස  අැදුනුත අරන දුන්,NO
367,අවංකව සතුටු කන් දී ප ො ො ගහ ේ දැම්  ඔයාලවත හ ො මනුස්ස ෙ කරන් උවමනා නිස බුද සරණ,NO
368,නන්නත්තාර,NO
369,නියම බන,NO
370,දනිස උරහිස වහගෙ අපි පිදුරංග යන් ඕ මේ පූජනී තැනක,NO
371,සුද්දි අපි කිය දුන් පිදුරංග වටිනාක,NO
372,පු පෙන්න හරක වැදපන ම සුද්දි දනගහ උන ලංකාව ඇවිත ලන්කා එව්න් උගන්න ය හැසිරෙන් ඔ විදිහ ලැජ්ජ යක වහ කපියව,YES
373,අප රට ඉ පට්ටි වලත නැ පට් හරක බං මොකෙක හරකෙක මොකක හරක වැඩක කලා හරක ඔක්කොමත ඒ කරන,YES
374,මෙ සංචාරකයො සිගිරි යන් ර 2500 ටිකට එකක ගන්න ගිහින එ මිනිස්සුන් හැද ක ලෝකෙ පෙන්වන,NO
375,අපෙ මොට්ටයෙ නිකන ගිහින නිරුවත ලෝකෙ පෙන්වන ඔවුන දන්නැ සුද් දි ඩොලරයෙන ලංකා ශක්තිමත වෙන මෙ මිනිස්ස හිතන ඉ හෙලු කිය මාකට එකක කිය,NO
376,ලංකා බුරුවන් රාජධානි එකන උන එකතුවෙ අ පාස එකෙක් උන් නායක පත්කරගෙ ඌ කිය ගොන කත වල දද ඉ,YES
377,මන්ත ර තුම කර ජර වැඩෙි රට න ග වු ඵ්ත සාමාන ජනතා අවංක යන්න අපූර නිදසුනක තරැනයන දෙදෙ පුසිද්ධි අගැයීම ලක ක යුත්ත මෙ සංචාරකයන වු සිදුවී ක ඇ විශේෂත් නිස,YES
378,නුවර නෙ රට තැන ඉන් බහුතරයක ලාංකීක ඔක්කෝ රටක විදිය සතුට වෙ රටක විදිය ඉස්සරහ එන් ඕ සිද්ධියක,NO
379,ඒ සුද්දි බැන වැඩක,NO
380,ලංකා ඉස්කෝ ව උගන්නන්නෙත සීගිරි කාශ යප හැදු කියල ඉස්සරල රාව රජතුම අප මිනිස්සුන් උගන්නන්ඩ,NO
381,රජදරුවන් මග පෙන්විමෙන එක සිටි අප ගල කැටයම්කරුවන ඉංජිනේර  ගර කිරිම හුර වෙ,NO
382,ලංකා න කැ අප රට හරක අප රට ලස්ස ඉතිහාස රහතන්වහන්සේලා රහත්වෙන් සුදුස පරිසර වටිනාකම හානිවෙන් දෙන් තෙරුවන සරණ,NO
383,අප දේවල අපි වැදගත නැ හැටියක මිනිස්ස එහ ඉදන මෙහ ඇවිත අප දේවල ව වටිනාක වැදගත්ක අපි කිය දී යන,NO
384,අම්ම ගිහින ජාත කර උන කැත වැඩ කලා සමස්ථයක බෞද්ධයන එහෙ තරුණි ආදර්ශක්,YES
385,අප මිනිස්සුන් අප මුතුන මිත්ත ක විශ්මිත දේවල ව අගයක නොදැනෙ තරම මො වලින හිත විදිහ ආකල්ප ග සිරිත වෙනස කර,NO
386,පිටරට ගියා තේරෙණ අපි මී වසර දහස ඉඳ තිය ලෝකය ඉදිරියෙන් කිය සුද්ද මේ වැනසුවෙි වනස තැන අප එවුන් මො හැදු ඒ එද අනගාරි ධර්මපා තුම කිව්,NO
387,ලෝකය වෙ ක ඉගැන්ව අප ග ගරු රාවණ ද රෝහියෙක කර වාල්මි ලිය රාමායන පාසල උගන්ව ජාති අවදික නිදහස තොටිල් ලිය එස මහින් හි ජාතිවාදියෙක වෙ අපි නැවත හිත මු සි,NO
388,වටිනාක උරුමයන මාධ මෙහෙවර පුළුල කිරීම හැකිවේ,NO
389,මතවා වලින සුබවාද ගෞරවාන්විත මතවා ඇතිකිරීම මාධ කළහැ ද බොහෝ,NO
390,බ දෙ නිරුවතින ඉපදී දෙදාස පන්සී මෙව් එ අකැප ම දර ප රසූතිය ළම ඇදුමක ගිලි බvව නී පැනවි යුතු,YES
391,eheu තැන අපේ එවුන ගිහි pukai arakai සේර එළිය දා සියළ alukuththeru වැඩ සේර කර,YES
392,ලොකුව ලෝකෙ පෙන්නන්ඩ upload එහෙමත karanawa සිංහල බෞද්ධයන thama rata දහ සුරකි විලිලැජ්ජැ ba,YES
393,ගි තැ ග ක පරපුර ක අ සමාජ ඉ සුද්දි දකි ද අප උන් දකින්න මොලයක තියෙන් එපායැ,NO
394,වීඩි එ ගත්ත ගැටළුවක සිද්ධි වුන ඩොක්ටර  දෙමව්පියන් මෙ ලංකාව ඇවිත ස හයක ඉඳ ගිහින ලංකා කිය එයා දෙමව්පියන එව තියෙන ඔවුන් වු සිද්ධියක මේ මේ තියෙ සබ්ටයිටල්ස දාන්,NO
395,ම මැය අදහස ගරුකරන,NO
396,අපි කාගෙන්වත සිරිත්විරිත ඉගනගතයුත නැහෑ අපි ප රෞඩ ජාතියක,NO
