PhraseNo,Phrase,IsHateSpeech
392,ammapa shik oka karannna ekek nane me rate uwa diwiyaloke gihin niwanuth daki appa e karana kusalayata samana karanna kusalayak thawa nathiwai me loke,YES
393,බන උබලන හෙන මහන්සි වෙ එ එකා කඩ ය ෆොට පොස්ට හද අපි කොහොමත ආතල එ ඒ බල විතරන බලන ගියා පෙජ ඇඩ්මින මහත්වර පව බන,YES
394,උන් රට උනත කමක්නෑ පාර්ලිමේන්තු මෝඩ මිනිස්ස ටිකක ඇවි දෙපැත්ත බෙදි කෑ ගහ පාර්ලිමේන්ත ඇතුල මුන දෙගොල්ලො එ ජොලි සැප ඉන්,YES
395,ehema innawanam koitharam hodaida hamadema parliment eke unata nikam pitathadi yaluwo dakimath sathutak,YES
396,අපි ඉස්කෝල ය කාල වාර විභා කල ගියාමත අ jvp unp අ විදි තාවකාලි සතු වින්ද,YES
397,විමල් ආදරණි සිරිසේ අ රාත රි නට පිස්සු නිවැරදි සදහන්කර රාත රි පුරාව ඔබ නැවුම් තබ ව යාඝ පෙත්තක දිනාගන්,YES
398,nuugath sadachara kamak nethi un balayata apuwahama mewage dewal athi wenawa upekshawen bala idimu,YES
399,හිටං අගමැ මරැ කර හෂි මිනිහ මරැ කර මේ දකි අප වයර මරැ වෙ ආය් ලංකාව වෙච්ච දෙයක,YES
400,රටෙ දේවල විකුනං ක උන් කඩෙ ය ර හැගීමක නැ උන තව ඉන් කිය පෙන්නුවටත ස්තූති දැන අප අායෙ ෆ ර වයිෆ ලැබෙ නේ,YES
401,රට අධිකරණ ගැනත ලො විශ්වාසයක ති ගන් තීන්ද දි ගෙදර ගිහින සමා ඉල්ල අග ර විනිශ්චයකාර ඉන් ආතල රටක මේ,YES
402,ඉස්සර නඩ තීන්ද තුට්ටුව ගනන නොගත්ත කාලයක තිබ්බ පෙට රල අඩුකරන් කිය දුන් තීන්දු පාර ඡන්ද එකෙක් දෙ,YES
403,අතුර තහනම නියෝගයක නඩු විභාග කර ලබ දෙ තීන්දුවක ඔබ හ හතර නොදත දරුවා කි දෙන්,YES
404,ඡන්දෙ කලින අප රටෙත මෙහෙ කළ හොඳ කතිර ගහන් කළින බලන්,YES
405,sha niyama wadak kalanm hari ape kattiyatath,YES
406,oyaga rail mhatayata minisu chanda dunbar magma koranta tame nmuth it a klalin central bank akata wada dunana hour wanuvan horu una,YES
407,මෙහෙමන අප රට පොලිසිය ඕ බෑන,YES
408,මෙහෙ තිබුනොත මෙහ මේකත හොරෙන කෙලග ,YES
409,පිස්ස දන්නව ඌ ඉ අංගොඩ ගෙදර කිය,YES
410,and kohoma hari karanawanam onna niyama wadak,YES
411,මෙ ඇත්ත උනොත heart attack hadila mareii,YES
412,පොලීසි නිකන ප රභාකරන අල්ලගෙ ගැම්,YES
413,සරලව සිරිසේ ව යවස්ථාවෙන බේරි පාර්ලිමේන්තු විසිර තැන එනකම ආ විදි,YES
414,ම ශුවර rugby player කෙනෙක බෝල එ අරන ය විදිය  players ල මග අැර රින්ග අැවිත ලක ගත්ත සීන එකක ඒ,YES
415,sira kathawa ban eka nam,YES
416,නැතු අන්තිම කලින නිය ඩමියක දැම් පොලිසි ඩයල එකක වැටෙන්,YES
417,හොරෙක් එලව අල්ලග,YES
418,කව් යක වැටෙද්දි විසිල එ ගහ එ රගර මැච එකක මතක උ,YES
419,ඕ තා පනපිටින් නැත්තං ආයුධ පෙන්නන් ගිහින්වත්,YES
420,පොලිස්සි එවුන් බද කිගදිවි පුහු ක එ සුද මහත්තයා ස්තු,YES
421,ara miniha oxygen nethuwa merenne,YES
422,ම හැකර කෙනෙක ඒක ත හමුෆ්හාව්ලින ගේමක නැතු බේරි ඇවිත මිශන එ ගැහු,YES
423,policiye un hithan inne ltte karayek ahu una kiyala,YES
424,මූ පොහොට්ටුවෙන පාර්ලිමේන්ත යව,YES
425,podikale hora polis den trend ekata ewilla wage,YES
426,jonah lomu යක ට ර එ තිබ්බ,YES
427,4 simawata giya eka hatharak reka genimata noheki unaa,YES
428,ara police lokkath rugby gahapu ekek mama hithanne,YES
429,patta try eka si kenekds koheda kohoma hari tackle kara,YES
430,එ සුද්ද මුල පොලිසියම ම පාර පරාද දගය,YES
431,suddage athe ruger ball ekak thibbanam maru,YES
432,සුද්ද තුනෙන එ බල හෙළිවෙ,YES
433,munta puluwanne bila yana ahinsaka minihak alla ganda tama,YES
434,සුද්ද තැ ලංකා එකෙක උනානම න,YES
435,කෝමදැ හොරෙක්වත අල්ලග,YES
436,galu policeyama awwilla yako,YES
437,ඉතින්කොහොම හොරෙක්වත අල් ග,YES
438,හෙ ඉදන අයියත අයිය සැලැන්ඩර මල්ලි,YES
439,යක පාර්ලිමේන්තු විසුරු හැරියා බ වෙලාවෙදි ගත්ත හොද තිරණ ගත්ත රනිල් ඔච්චර මිනිස්ස කැම ඡන්දයක තිය බල,YES
440,උබ ජනාධිප කලෙත කාල උබ දී ටෝක,YES
441,admin manta apith kamathi nha mahindatath kamthima nha unp nm ponil enna kn katha krla wdk nha eth lokka gaththe gnna thiyena hdma thirane,YES
442,මහින් අරි අස්ස හිටං කාරයත පැත්තකින ඇන ජාත උ උං න කල මහින්ද අප්පොච්චි කිය තියෙ හෑ යක මේමත සප්ප රායිස,YES
443,මනුස්සය දර මුණුපුරන ඉන් රටක මත පරපුර ඉතුර කරන් ඕන හින්දය තීරණයක ප රමා ව ගත්ත එහෙ නැ උන් කොයින් ර කැක්කුමක,YES
444,ithin hodaine karapu de kage unath prathipaththi weradinam me tika thama wenna one,YES
445,යක පාර්ලිමේන්තු විසුරු හැරියා බ වෙලාවෙදි ගත්ත හොද තිරණ ගත්ත රනිල් ඔච්චර මිනිස්ස කැම ඡන්දයක තිය බල,YES
446,kisi prasnaya nahe ape rate salli thiyenawa kabasiniya karanna thawa one tharam,YES
447,meeta pasu lankawe chandayak awashshmanatha mewage vihilu monaratakawath nathuwa athi,YES
448,parliment eka විසුරු janathawatama oka bara dunna eka hodai mokada parliment eke inna horu relamani thoranne eka e minissunta nodee ජනමතය ida dunna eka hodai kiyala hithnawa,YES
449,සල්ලි වල විකිනි ඔල මාර කර රට ප රජාතන්ත රවාද හදන් ජනතා තිරන කරන් ඔන,YES
450,වීඩි එ බල පිට්පොකට ගැහිල් බලන් එන් අ දැම් අලුත එ උ උ ඒ,YES
451,මොවුන සියලුදෙ අවීච නරකයේද නැවත හමුවෙ ක පව දුක්වෙ,YES
452,lokaya dunu wena kale meyala apassata yanna hadanne seegiri situwam ugayata nawata yannna epa pls,YES
453,බොරුවක කිය හිතෙ අ like ekak දා,YES
454,noize tv උන filt hit කර කාලෙ උ බල්ල දා මුන ම ගහ ගෙමක කිය හිතෙ උන ලයික එකක ද න මුන හදන් උබල ඔල වල උ නර අදහසක දා ආ උ ගෙන උ හොද ව පෙන්න උ හිට කරන්න,YES
455,munta eka miniyek madi ekai,YES
456,europe wala inna suddiyo best munta wada,YES
457,වැඩක නැ එවුන කර වැඩක නැ වැඩ trending එන් තරම ලංකා මිනිස්ස මෝඩ,YES
458,මේ බ මුන් ඇන්දු එවුන පැත්ත වර මුන negative promotion මචං කර මුන් ඕ views ඒ දැන ලෝ ගොඩාක චැනල කාර කර negative promotions අපිත උන් කුණ බලන්ඩ බල දැන හො දෙයක බලනව කෙනෙක් නරකක සමාජ ගත කරන්ඩ පට් ලේසි,YES
459,fill t  විඩි එ පේමස කරන් කර කුමන්ත රනයක බන ඕ,YES
460,monawada oii mewa thamuselath views ganna ona jarawak danawa wadagath deyak dala ratata wadak athi deyak karala salli hoyanawa,YES
461,මේ අනිවාර්යෙන රඟපෑමක වෙන් noize tv channel එකත filti ලා ඔබටත ඒ තේරුම ගන් පුළුවන like කරන්,YES
462,un denatawath nathi prashnane meke comment karanna apu unta thiyenne,YES
463,මොකක සීන්නෙක තියෙ කිය හිතෙ ම විතර,YES
464,ඉරාජ් ගේමත ගැහු සිංදු ප රමෝට කරන් ඕ තඩි බොරුවක ඇඩ එකක,YES
465,කමන්ට එ කියව කියලවත ද දෙයක කියන් ලංකා කිය සංස්කෘති උතුම රට වෙස ගත මිනිස්ස ඉන් එ පුදුමයක දුක කරදර ආවත නම්බු රැකගත මව්වර පියවර ජීවත වෙච්ච සමාජෙක මුදල අලෙවි මහ පහත ජාති ගෑණ කොටසක ඒ පස්සෙන ය පිරි කොටසක රට කතාබහ ලක්වෙන් දේව දහස ගණන තියෙ පහත දේවල ට රෙන්ඩ කරන මාධ කොටසක බන ලංකා මෙහ එන් එන්නම විනාශ වෙ අප දරුවන් හදන් අනාගත ටිකක හිත බන,YES
466,ලංකා කිය හිතෙ මෙහෙ හැසිරෙ නිරුවත හැමෝ පෙන්නන් ලංකා තරම පිරිහිලා,YES
467,කලින දවස කිවු මතක අලුත වැඩකින හම්බෙ කිය ඒ තම මේ රගපෑමක ඉරාජ් පට් මාකටින,YES
468,එක්ස්පයරමන්ට අශේනය දැක් උන මේ ලයික දගනයමන,YES
469,hasini kochchara samajeta hoda kiyagena awata wadak na badina dawase wena ekek ekka haadakam karanawa me video ekenma penawa ekita salli witharai wadagath,YES
470,මුන් බොර මාර්කටින වල අ ගොබ්බය සෙට එහෙකුත ඉන්නවන එනි iraj අයි buggatiයක බස්ස ලගදි,YES
471,ඇදුම ඇදග යන් අපි ලැජ ම ව නිලියන ඒ,YES
472,hari medda wedasatahane filltiwai hashiniwai vitharak genella palu gedara walang bindhe aei aei filltita viruddawa awa cumens block kale aei oke therumada hari medda kiyanne,YES
473,hasini gei filt gei song ekak yako meee hammeeee marketing ting ting,YES
474,සිංහ ගාය ගායිකා හැමදා නහයෙන අඬ ම ලේසියෙන අලුත සිංහ සිංද අහ ඇහුවත එ පාරක අහම්බෙන තම සිංදු කමින  පාරක ඇහුව මන්ද visual එකත හොද ගොඩ කාලෙකින අහ හොද සිංදු ව කාල ආ හොද සිංදු,YES
475,ගැනුන් නිරුවත බලන් ආස එ රහසක හැබ පහුගි කළ සිද් වුන නිරුවත විකුන එ නිරුවතින ගොඩ යන් පුළුව කිය වැඩ කර අය මේ වැටහේ නිරුවත නැ කර කර ආදරණි කතා ලස්සන ගැහැනිය නිරුවත විකුණන ක මිනිසුන් පාඩමක,YES
476,හෙලිවැලි විෂුවල වල විතර ට රෙන්ඩින වෙන් පුලුවන වැඩ මයිල කෙලින විෂුවල,YES
477,ඊලග පරම්පරා මේ නොවේද ම හිතෙ විදිහ කසුන කල්හාර පරම්පරා ඇරැනහ ඊලග අප පෙනෙ අනාගත මෙ වෙ හැබෑව,YES
478,meka yakooo marai bn umbe hakiyawa hiniyta dena kindi thama pattama,YES
479,මොකක කමෙන්ට කරන්න කිය හිත හිත බැරි තැ අතඇර දැම්ම,YES
480,එකටනම හොටුත පැන් මාවත subscribe කර help එකක දෙන් පෙන්ස,YES
481,කොමෙන්ට්ස කියව එ සෝක කැත හොද සැ හිතෙනවන බං ඔහො හැසිරීම,YES
482,යක වීඩි එ බැලුව කමෙන්ට කියව ආතල එකක ගත්ත,YES
483,අත්ත අදරෙ marry කලනම මෙහෙ කත කරන් පුලුවන් ම මිනිස්ස marriage එ කිය කිය ද නැ හශි තමන උ ලජ්ජා වහගන් විශ්ව marry කරන් හද තියෙ ඔය ව ගැ අත්ත ලජ්ජවක marriage එ කිය ලො hotels ව grand wedding එකක ගන් එ නෙවෙ අදර විශ්වාස එකිනෙකාටතිය respect එ පවති දෙයක ඔයල තියෙ හරිම හිස ජීවිත බොර ශ එ විතර,YES
484,සරාග ගැහැනි නිදන්න සියලු පිරිමින කැමත දීග ය ගෞරව රැකගත ගැහැනි පමනය,YES
485,දෙන්න බොර කිව් දිව හොරෙන බොර කිව්,YES
486,ඩෙට කාගෙ බල කමෙන්ට ලයික දා කර කර ලො පින කමක තැන්ස හැමො මී ඉරාජ ඇතුල noize tv සැට එ,YES
487,ලංකා මොකක කන්ඩායමක බිහිවෙන් රට සංස්කෘති විනාස කර උන් පුද්ගලික දඩුවම දෙ එක්ක අතක පයක කඩ එහෙ එකෙක් උස්ස අම්බාන දී හද එවන් පුලුවන ටීම එකක ඉන්න නං උන සමාජෙ බිහිවෙ ඒ ඉක්මන කිය ප රාර්ත කරන,YES
488,විවාහයක කිය කියලවත ද නැ උන විවාහ උනා ඔහො වෙ ජනප රි වෙන් ඇ ල මස විකුණ ආදර අර්ථ හොයන් දගල ලංකා විවාහ උත්සවයක engagement එකකින දෙන් ආදර්ශ ඕ නෙමෙ,YES
489,හසි දෙයක කිවු මො උනත හසිනි සැ කරන් විෂ්ව බැ එ එන්ගෙච එකෙදි උනත විෂ් ගැ නට විදි හැසිරු විදි එ ව පියුමි උපන්දි ස්ප රයිස එකෙදිත විෂ් ඇදුන නැතු පියුමි කබර ඉදි කර ඌ බැ මෙකි සැ කර්න් දෙන්න එක,YES
490,වැඩි වුණ පාර වෙන් ඇ ගුටි ගහ ගන් ඇත්ත නංගි අහ තියෙ විදිහ ඔයා වස තා 20 අ ඔයා දේවල පේ විනෝදෙ වෙන් පුළුවන අවුරුද දහයක පහළවක ගිහින ආපස්ස හැරි තමන් ජීවිත බලනකො එදා ඔ අඩ ඔයා අත දෙකෙන් ඔයා ජීවිත විනාස කරගත්ත විදිහ මතක වෙ එදා ඔ පරක් වැඩි වෙ මං ද ළමය දෙමව්පිය කිය අ කිය ඉන් ළම මෙහෙ විනාස වෙන් ඇර බලන ඉ අඩු තරම ඉස්කෝලෙදිවත හො නර ඉගෙ ගෙ,YES
491,ඇත්ත දුකක අනුකම්පාවක තියෙ නංගි ඔ මාත ඔයා අවුරුද තුන වැඩිමල මටත ජීවිත ලො තේරුමක තා අප දෙමව්පිය අපි අතෙන වරදක වෙ ඒ හරිගස්සගන් විදිහ කිය දෙ ජීවිත වරදින් නොද අපි ආරක්ෂ කර මො වුණත ඔ තාමත පරක් ඔයා දැන වුණත පුළුවන ඔයා වැරදි සේර හදාගෙ ආප හො විදිහ අලුතෙන ඔයා ජීවිත ගන් එහෙ වුණොත ඔයා ඉතිරි ජීවිත කාලෙ සතුටින ඉන් පුළුවන වෙ,YES
492,kwd hutho thmge kollt bainkm bln inn geni munt benla wedk ne mun badu gon badu oya eha peththe inn anith hiaptuwa oka isra amma gena sindu qwe eda asewn e dewl ghuwe ada mu ponneyk thani ponnya thwa deyk oya හසිනි wedding ekt ek wedgth kiyn nluwek awd ne ekn hitha gnn puwnm mun serm badu kiyla ලංකා සංස්කෘති බල්ල වැටි munwa ෆොම krnn epa bolw,YES
493,niraparade nasthi una jeewitha vivahaya kiyana eka meyalata sellamak ada banda heta divorce una hariyata instant noodles ekak wage vivahaya kiyana wachne hari therumawath danne na meyala giya athme karapu pawak me gewanne e unata eka therum ganna ba danma meyalata thawa awrudu 30k yaddi therei lassana pawl jeewithayak gewannath pina thiyenna ona e pina meyalata na karmayata anuwa meyalage me jeewitheth idiri jeewithayath theeranaya wei,YES
494,ම ලතෝ අහ අහ හෙම්බත වෙ හිට කලෙ සුප්ප songs කරනව ගොඩක තැන්ක්ස බ ර සුබ පත ම මේ සි වතාවක අහන් ඇ සින්දුවක කිය කිය කිවොත නිරුවත මාකට කර උන්ට ම ගෙදර ලතෝ තිය උන්ට කන දෙකක ගහ සනුක පෙන්න අපි පුළුවන උබ අලුත යුගය අලුත පරම්පරාව ආරම්බ බන සතුටු,YES
495,අපි ඉල්ල වෙනස මල සින්දුකාරයි ඔබ අවධාන පිණිස,YES
496,me song eke sansara sihinaya tittle ekath dapu eke ma nubhe kumara kiyala demmanam hodai mokada ekane wediyenma kiyanne,YES
497,head එ යවන්නෙප බො සරාග පිස්සු හොඳ වෙන්නත කලිං මේ හඳ ඉඩං කෑල්ලක ගන් වෙ suppper song bro,YES
498,fil t  ලෙස නැත්තන නහයෙන අඬ අඬ මෙහෙ ගැහු අරහෙ ගැහු කියන,YES
499,යකුන මහින් රනිල ෆ රේම එකෙන පැනපියව එලිය විදිය දැං පීඑම ර රට මුල පුරවැසිය තීරන රට යහපතක  එච්චර අප කොල්ල ජීවිත නැ කරන බේරගත්ත ර රැකගත්ත කිය අපි හෙ ගහ මත ති ගනි ත රිවි හමුද අපි සේර වලපල්ල,YES
500,මිනිස්ස හෙ ගහ කිය කත වලින කලකිරෙ ඔක්කො දෙයක බලාපොරොත්තුවෙන නෙ අපි උන ඉ උන බලන් ය අන්තිම උන් සැර දාන එන්නෙප අර මේ කිය අපි හේත දන්නෙත අවුරුද ගාණ ගමෙන නගරයෙන පිටවෙ යන් මේ තම කාල තීරණක ගත්ත,YES
501,ආතල එ ඉන් කොල්ලෙක් කෙල්ලෙක සෙට උ මුල් දවස ව කෙල් ඔ මර නිතර විහිලුවෙන්ම ඉ කාලෙ පස්ස කෙල් ඔයා හැමදේ joke එකක බං මෙහෙ,YES
502,කො කාබර කාබර ගාන රිංග පොට ගැහු නෙවෙ නඟ පැණි වර ගහටත හෙ ගහ කිය මත තියාගන්,YES
503,මුං උබ රණ්ඩ වෙන් බං රට යහපත දෙයක කර තියෙ මුං ආඩම්බර වෙන් තිබුණ ඔක්කො එක එකෙක දෙනෙක කර වැඩ වල සංහතිය නර නමක අප රට හොඳ නිලියන ඉන් තිසුරි ඒව අ ඉන් ගොන ආතල අරං අනි ඕන වෙඩිමකදි මනමාල මනමාලි කාවත වඩාගෙ නට තමන් අයිතිකාර ඇරෙන් අනි වෙඩිමෙදි වෙඩි දා යාළුවෙක උනත ස්ථානයෙන පිට ය මේ ඇත්ත නැත්ත අපි වැඩක අපි කිය යහපත දෙයක කරන් තමන් වරදි කිය විතර,YES
504,fity උබ රට ලො විනාශයක උබ සින්ද කිය youtube එ අප්ලෝඩ කර දඩාවත වීඩි උබ මුහුනේ දඩාවත පෙනු තියෙ කරුණාකර ජරා වීඩි ප රසිද්ධ කරන්,YES
505,රට තරම දේවල තියනව මාධ මිනුසුන් දැනුවත කරන් වැඩ නැ අසභ විදිහ සමාජ සාරධර් කෙලස ගණිකාවන ජනප රියත්ව ලබ නොද ඔබ මාධ ප රයොජනවත දෙය යොදවන්,YES
506,පින සිද්දවෙ සිංහලෙන කත කර ඉංග රීසියෙන කත කර මෙයාල කතා අහන ඉන් ලැජ්ජ,YES
507,ඔව ගොඩාක හොදය ඉදුණිල මහත්ත අපි දුර ඉදන බලන්නම අප ග නිතර එ කෙනෙක ගොඩාක අය උදව කර තියෙ ම,YES
508,තිය අය දෙනව වැඩි අසර අ ඉන්නව එ අයටන දෙන් ඔි,YES
509,අප නැ එයාල ඔ අය ව්තර උදව කර අපි මොනවා කර එයා හැමදා පොරොන්ද ව්තර මං මෙහෙ කීවා තරහ ගන් ඔ නැ ඇත්ත කටත තිත්ත,YES
510,obalaata kmid karanna pramaada unaa mama kaama kanin gamn dansala baluwe goodak pin amatitumani upadina aatmayaka raajiyata rajikma weewaa poohoodina budusaranaii,YES
511,මහත්ත ඔයා ක රියාවලි හොද ඔයා නම ම හිත ඉන් හිටින්ඩ තැනක නැ එ මිනිහෙ උදව කෙරු ඔයි ලො පිනක,YES
512,desha palanaya adala naha kala wade agaya karanawa yate aramuna kese wetath karapo de uthum danayak mokada ada rs 100k wath nathi pawol ada api athara innawa mahaththayo samaharu ahai 100kin mokak karnnada kiyala aeth sathayak wath nathi welewe ae 100th kotiyak watenawa,YES
513,මෙව බා දෙවල කර සතුට වෙන් මත්තය ඔ බොඩ එ දා තිබුනනම දෙන්නෙ100ය කිය මිනිස්ස එනව අ ව උතුම දවස මිනිස්ස රවට්ට පව සිද් කරගන්,YES
514,u n p eke badumkara dansalin passe thiyapu palaweni dannsala u n p un thaniyama ne kawe badam kare dansala unta hithata madi kamak wenna ethi me ahisaka janathava mudal dansal dena kota,YES
515,ගැහුවොත ගහපං මැරුවොත මරපන එ එ කරපං ඒක අප අපේක්ෂා ඒකට අපි මිනිස්ස ව රට උත්තරීතර තැ ඉ ඊ සුදුස්සො මහජ නියෝජිතයෝ කණ්නාඩි පා නැතු කල්ප කරන්,YES
516,මෙ දකි වාරයක ම නෙතටත කදුල උන ම පුතුන ටත මේවැනි හැගිමක ඇ න කිය  සෙනෙහස සෙව්වත ඔවුන් අනගත සරිකරලීම දුර රට ගෙව කටු ජිවිත,YES
517,oyaga rail mhatayata minisu chanda dunbar magma koranta tame nmuth it a klalin central bank akata wada dunana hour wanuvan horu una,YES
518,රනිල් එලවන් ඒ විශ්වාසභංගයක අ වැ පරාජ කිරීමක පහසුවෙන විවස්ථා කඩ නොවෙ ආකාරය කරන් තිබුණ ලෝක හිනස්ස නැතු,YES
519,sobitha hamuduruwo hitiye nathi eka num loku deyak un wahanse me de dakke nathi eka hodai eka athakin,YES
520,දෙමාපියන මෙහෙ අසර කර දෙවිය,NO
521,ලෝකය අප විශා ගැටලුවක තිබ මුස්ලිම්වර ම ඉ යුරෝපයෙන මුස්ලිම ජාතිකයන අප පැමිණි අතර ඔවුන අපරාධ අප එරෙහි සටන කර අපි සියල්ලන් මුස්ලිම්වර දෙනා ලෝක නවත්ව,YES
522,පළමු ඔබ ජනතා අහිංස මිනිස ඝාතන කිරී ක්රියාවලි ආරම්භ කර ඔ හැමෝ මිලක ගෙවන් වෙ රුධිරය රුධිර සියල්ල ඔබ සිවිල යුද්ධ ආරම්භ කර අපි එ දන්,YES
523,ඔ අප සොල්දාදුවන් දොස කිය අප ඊනි මුස්ලිම ඇමතිවරුන 22 දෙ කර කුමක,YES
524,ලංකාවෙන පිටවෙන්,YES
525,ශ්ර ලාංකි මුස්ලිම්වරුන යාච්ඤ කරන් ශ්ර ලං බෞද්ධ බෝධීන වහන්සේලා ප්රහාරයක,NO
526,not budda r terrorists islam terrorists kohomath islam kiyanne ithin tharsthawadi agamak ne ithin thopila wa pana pitin tiye wala dala gihi thyna a one,YES
527,thopila hedigewila yanna one kalakanni hamba heththa,YES
528,එ ලෝකය කොහෙත් නොපෙනෙ තත්ත්වයක පත  මුස්ලිම්වර මුස්ලිම්වරුන විනාශ කර,NO
529,මෙිි හුත්ති සතුටුයිල අප රටහරක්ටිකටත සතුටුඇ අප හාමුදුරැන  දුන් දඩුවම දුක ඊටත්වැඩි මරාග මැරෙන් හිතෙ අපෙහාමුදුරැවන් ජමිිබරෙ අන්දපුඑ යක,YES
530,මුස්ලිම්වර ප්රකෝප කිරී නවත්වන් ඔවුන දි 17 ක දින ශාප කර,YES
531,මුස්ලිම්වර උඹ ඩෝග්ස මොනතරම ලජ්ජාවක් ඉස්ලාමි,YES
532,කිතුනුව යාච්ඤ කළ අතර මුස්ලිම්වරුන සාමකාම ක්රිස්තියා ආගම හැරවීම උත්සාහ කර,NO
533,නොම්මර එ බු කාර සභාප පුටු තියන ටෙස්ට තත් රැකගෙ ඉන්නව අප කොල්ල ටි තැගි දෙන්,NO
534,දැක් න පිච කප මැච විකුන ටොස දින මැච විකුණ මාලිංග බෝල නොද මැච විකුණ 350 ක ගහන් පුඵවන මැච එ කොහේවත නැ එකෙක බැට එ උස්සන ඇවිත 313  ලකුණ සීම කර මැව පරද්ද,NO
535,කිරිකැටියන් තේරෙනවයැ ඇඳ ගෙනියනකන ඕ තම්බියොන් චූටි කෙල්ලොන්ගෙන උපරි සතු ගැනීම සමස්ත ඉස්ලාම පිරිමින් වාසිය ඔවුන් ලොක් සාද ගොස තිබෙ ආගමි නීති අප දකි විවාහ උත්සවයක,YES
536,අ ජාතිවාද ලේබලය බොර බියක ඇ කර ගෙ නිහඬ සිටි ඔබ කිය ඔබ නං  බී ජොලියෙන ඉඳ හම්බත කර මැරි  මත දිනෙ ඔබ මිණිබිරි ඔවුන් වර මුස්ලිම ලංකාව ව යසනය ගොදුර ව නිසැ,YES
537,වැදගත දෙ බෞද්ධයන පුනර්භව විශ්වාස කර ඔබ භව ඔබ ඔබ මුණුබුර පරම්පරාව මෙස දා ඉපි ඛේදජන ඉරණම ගොදුරක ව එදා අප දුක විඳි,NO
538,පාරිභෝගිකයින ගොනා අන්ද අරාබිය සල්ලි අදි එටිසලාට ශ  ර ලංකා ෑ නගරය මුස්ලිම පල්ලි සැදීම ප  රධා අනුග  රාහකත්ව සිංහලයා සල්ලි හූර ගෙ  හම්බ ගුබ්බෑයම හද ලංකා පුරාව එටිසලාට වර්ජන කර දැන සිංහලූන,YES
539,සිංහය අපි දුරටත නිද ගෙ සිටි අනාගත අප සිංහ පැටවුන ව ම්ලේච්ඡුයන් ගොදුර වී වැළැක්වි නොහැ,NO
540,දෙයියන ම ඉස්ලාම මිනිහෙක් කසා බඳින් සිද්ධ ව පව්කාරකම මං මුස්ලිම වෙ ඉපද,YES
541,මොහු ම අප අදහස දැක්වූ ම පුත මැරුණත බෝධි රැු ගත බෙදාහද ගනිමින මුස්ලිම ත  රස්තවාදය විරුද්ධත්ව පළ කරන්,YES
542,aulak na kalaya bangladesh walata kisima wenasak kerala na,NO
543,රට වෙ තියෙ ද cricket කථා දෙමව්පි විකුන හොයා සල්ලි තැන යක්ෂ රජ වෙ ඉ,YES
544,ඇන්ජල මැතිව්ස් ගොබ්බ නායකත්වය පිං සිද් වෙන්,YES
545,ඔයා පේජ එ න වීඩි එ දාගන් ඔයා වීඩි එ කර තමන් පේජ එ වාසියක ගන් හද අඩු තර වීඩි එ කර මුල අයිතිකරු ස්තූති කියන්නවත පුරුද වෙන්,NO
546,මුස්ලිම අය සහජීව නීති හෙල්මට නැති ගියා අවුලක නැ,YES
547,අපේ සිංහළයන් නිෂ්පාද ගන් සිංහළ වෙළ අධිකාරියක ගොඩ නග,YES
548,ආඩම්බරෙන වෙල්ලස්ස කිව්ව ජාති වීර කිව්ව උන ඉන් තැන ඉදන අපි හෙ ගහන් කියන ඇ හුඟාක අ දකි නැතු ඇ ගානක නැතු ඇ,NO
549,අන්තර්ජාල හැමතැන හුවමාරුවෙ හැමෝ තේරෙ භාෂාවෙන සරල පරිවර්තන ක නිස logo එ දා තියෙ වීඩියෝ මුල හිමිකර ඉන් දන්වන් ඔ  සඳහන කිරී අපි ගැටලුවක නෙවෙ,NO
550,බල්ලන් ල බැලි පිපාසයෙන පෙලෙ මුස්තාප,YES
551,රාවුෆ හකීම කිය පර නැගෙනහිර මහපුටු මුස්ලිම කොංග රසය ඉල්ලනවල පින දෙන් ම හිතුව ද නැගෙනහිර මු,YES
552,සිංහල මෝඩ කැවුම කන් සූර,YES
553,පෝස්ට එකක ෂෙ කිරි නොකිරි විමසීම අවබෝධ කරගත යුත්ත සිංහල මැර මුස්ලිමානු පර බල්ල,YES
554,ඔයා ඒ වැඩක නෑන පර සිංහල බැහැ එළිය අයුක්ති රජය ඉකිරිගොල්ලෑ වසීම හෝටල,YES
555,පර සිංහල මර නින්ද බොද බ සේනාව බුර ngo නඩ කිය කතා,YES
556,සිංහල බල්ලා දම සුද්දා පර දෙමළා තම්බියා ගි රටක,YES
557,ltte thibba ayudha gaththeth mun thama,YES
558,okata dan thawa ekak add wei,NO
559,ෆොන්සේ සිරිසේන අමුඩ ඔලුවෙන ගලව,YES
560,හර්ශ ආචාරි කොලෙත ඉරාගෙ ඇඟෙත හළාගෙ දැන ඉඳුල ඇඟ උලාගෙ මේ මොල ලුණ ගොර දා ජාඩි දාගන් හිතෙ මූතම කිව් රුපිය බාල්දුවෙනවි ඩොලර නගිනවි පොද මිනිහ අත රුපියල ගොඩාක එ සතුට වෙන් එපායැ කිය අම්මප මූ දී ආචාරි පට්,YES
561,යාලුව ෙ අ අපි පිං වැඩක කුලියාපිටි  බස නැවතු  ඉන් අසරණ මනුස්ස ෙක්ග  බඩගින් නිමු පස්ස  අැදුනුත අරන දුන්,NO
562,අවංකව සතුටු කන් දී ප ො ො ගහ ේ දැම්  ඔයාලවත හ ො මනුස්ස ෙ කරන් උවමනා නිස බුද සරණ,NO
